iter	Logloss
288	0.4630446407
289	0.4629819394
290	0.4628595605
291	0.4627056176
292	0.4626469228
293	0.4625152557
294	0.4624208684
295	0.4623679866
296	0.4622813023
297	0.4622240497
298	0.4621375696
299	0.4620273797
300	0.4619420123
301	0.4618830316
302	0.461840606
303	0.4617813637
304	0.4616511888
305	0.4616023077
306	0.4615334211
307	0.4614994005
308	0.4614039239
309	0.4613232586
310	0.4612900031
311	0.4611458277
312	0.46105608
313	0.4608520724
314	0.4607761661
315	0.4607174428
316	0.4606633015
317	0.460574722
318	0.4605438766
319	0.4604960553
320	0.4603873584
321	0.4603427947
322	0.4602863312
323	0.4602428887
324	0.4601761857
325	0.4601204839
326	0.4600103661
327	0.4598920209
328	0.4598556665
329	0.4598097623
330	0.4597449183
331	0.459607574
332	0.4595359558
333	0.4594458736
334	0.4593930427
335	0.4593013103
336	0.4592117944
337	0.4590946617
338	0.4589923631
339	0.4588434216
340	0.4587805204
341	0.4586867326
342	0.4586370139
343	0.45858223
344	0.4585277419
345	0.4583934814
346	0.4583589133
347	0.4583241935
348	0.4582755971
349	0.4582291953
350	0.4581568406
351	0.4581125475
352	0.4580699891
353	0.45802743
354	0.4579421009
355	0.4578573324
356	0.4578221843
357	0.4577439799
358	0.4577090434
359	0.4576743166
360	0.4576218313
361	0.4575175493
362	0.4574773729
363	0.4572858481
364	0.4572362041
365	0.4571333283
366	0.4570954874
367	0.4570584928
368	0.4570048279
369	0.4569024055
370	0.4568748746
371	0.4568320462
372	0.4566518
373	0.4566136098
374	0.4565593972
375	0.456532249
376	0.4563342642
377	0.4562208798
378	0.4561561524
379	0.4560923635
380	0.4559871646
381	0.4559193419
382	0.4558816621
383	0.4558014186
384	0.4556195839
385	0.4555625728
386	0.4554804057
387	0.455402534
388	0.4553710049
389	0.4552748155
390	0.4552224236
391	0.4551809936
392	0.4551098498
393	0.4549867106
394	0.4548608671
395	0.4546987905
396	0.4546509771
397	0.4546172095
398	0.4545434412
399	0.4544067522
400	0.4543412699
401	0.4542726492
402	0.4542159733
403	0.4541880169
404	0.454150718
405	0.4540653748
406	0.4539807584
407	0.4539455392
408	0.4539108669
409	0.4538772529
410	0.4538190696
411	0.4537948098
412	0.4536995072
413	0.4536287175
414	0.4535726677
415	0.4534845701
416	0.4533999732
417	0.4533440845
418	0.4532938976
419	0.4532576992
420	0.4532046212
421	0.4531597845
422	0.4531289845
423	0.4530499952
424	0.4530038186
425	0.4528370929
426	0.4527640452
427	0.4527283989
428	0.4527011742
429	0.4526572721
430	0.4526104409
431	0.4525790161
432	0.4525535277
433	0.4524807174
434	0.4524366974
435	0.4523754857
436	0.4522702685
437	0.4522313617
438	0.4521648738
439	0.4521045098
440	0.4520656246
441	0.4520316402
442	0.4519648434
443	0.4519174351
444	0.4518950961
445	0.4518470086
446	0.4518280357
447	0.4517937139
448	0.4517652387
449	0.4516537402
450	0.4515509452
451	0.4514935865
452	0.4514359454
453	0.4514091429
454	0.4513613891
455	0.4512113157
456	0.4511710082
457	0.451149887
458	0.4510375388
459	0.4510089667
460	0.4509863546
461	0.4509549749
462	0.4509376277
463	0.4508743218
464	0.4508215244
465	0.450794368
466	0.4507476541
467	0.4506825528
468	0.4506188663
469	0.450565384
470	0.4505391239
471	0.4504928593
472	0.4504519903
473	0.4504149403
474	0.4503963309
475	0.4503701781
476	0.4503389227
477	0.4502948443
478	0.4502576584
479	0.4502405502
480	0.4502099107
481	0.4500698752
482	0.4500000224
483	0.4499492248
484	0.4499094397
485	0.4498772068
486	0.4497938083
487	0.4497577125
488	0.4497111885
489	0.4495808821
490	0.4495536491
491	0.4494902563
492	0.4494452267
493	0.4493915063
494	0.4493536395
495	0.4493092246
496	0.4492612815
497	0.4492355074
498	0.4491815008
499	0.449145228
500	0.4491140971
501	0.4490712161
502	0.4490415036
503	0.4490015772
504	0.4489772284
505	0.4489414382
506	0.4488212957
507	0.4487713465
508	0.4486600711
509	0.4486294175
510	0.4486020586
511	0.448499416
512	0.4484716818
513	0.4484463279
514	0.448430541
515	0.4483729524
516	0.4482682722
517	0.448245136
518	0.4481871878
519	0.448171652
520	0.4481496629
521	0.4481223978
522	0.4480622519
523	0.4480238962
524	0.447993048
525	0.4478744941
526	0.4478468022
527	0.4477862164
528	0.4477548438
529	0.4476642424
530	0.4475723021
531	0.4475592148
532	0.4475237674
533	0.4474754958
534	0.4473612575
535	0.4472802781
536	0.4472291382
537	0.4471709323
538	0.4471305794
539	0.447100744
540	0.44701525
541	0.4469868205
542	0.4469009673
543	0.4468787996
544	0.4468486334
545	0.4467981839
546	0.4467597089
547	0.4467273312
548	0.4466994209
549	0.4466761981
550	0.4466468652
551	0.4466295888
552	0.4466057773
553	0.4465764715
554	0.446502654
555	0.4464665203
556	0.4464397948
557	0.4464085317
558	0.446372467
559	0.4463485097
560	0.4463123465
561	0.4462691299
562	0.4462380405
563	0.4462161864
564	0.4461051435
565	0.4460771453
566	0.4460421367
567	0.4459940569
568	0.4459068323
569	0.44588501
570	0.4458531906
571	0.4458121011
572	0.4457833185
573	0.4457515674
574	0.4457019636
575	0.4456701397
576	0.4456522518
577	0.445625185
578	0.4455461244
579	0.4454779497
580	0.445432574
581	0.4453609072
582	0.4452914265
583	0.4452693665
584	0.445257262
585	0.4452323049
586	0.4452051652
587	0.4451629408
588	0.4451314459
589	0.4451097289
590	0.4450829935
591	0.4449831851
592	0.4449569504
593	0.4449337983
594	0.4449048777
595	0.4448655082
596	0.4448453252
597	0.4448268754
598	0.4447623562
599	0.4447203042
600	0.4446611165
601	0.4446326543
602	0.4445942849
603	0.4445551469
604	0.4444544809
605	0.4444241358
606	0.4443670704
607	0.4442947137
608	0.4442615936
609	0.4442084365
610	0.4441543466
611	0.4441356501
612	0.4441096907
613	0.4440844329
614	0.4440282535
615	0.4440098465
616	0.4439679664
617	0.4438729722
618	0.4438356091
619	0.4437738372
620	0.4437517752
621	0.4437275714
622	0.4436864324
623	0.4436364326
624	0.4436072813
625	0.4435782571
626	0.4435213721
627	0.443504235
628	0.4434355287
629	0.4434021069
630	0.4433817907
631	0.4433556648
632	0.4433383174
633	0.4433086113
634	0.4432751756
635	0.4432105688
636	0.4431799629
637	0.4431425112
638	0.4430800606
639	0.4430226816
640	0.4429890936
641	0.4429669198
642	0.4429502031
643	0.4429107555
644	0.4428884465
645	0.4428343448
646	0.4428107896
647	0.4427916504
648	0.4427725798
649	0.4427536581
650	0.4427209156
651	0.44269195
652	0.4426675934
653	0.442604201
654	0.4425453573
655	0.4425201851
656	0.4425029019
657	0.4424752989
658	0.4424588259
659	0.4424440997
660	0.4424198468
661	0.4423961721
662	0.442344288
663	0.442325568
664	0.4423014144
665	0.4422605009
666	0.4422458572
667	0.442189548
668	0.4421688712
669	0.4421338983
670	0.4420830897
671	0.4420326644
672	0.4419785555
673	0.441911363
674	0.4418793229
675	0.4418506245
676	0.4418259607
677	0.4417747778
678	0.4417528282
679	0.4416688148
680	0.4416090861
681	0.4415752325
682	0.441507234
683	0.4414765469
684	0.4414539408
685	0.4414400028
686	0.4413925682
687	0.4413077936
688	0.4412614131
689	0.4412479058
690	0.4412299083
691	0.4412044451
692	0.4411852044
693	0.4411380588
694	0.4411191752
695	0.4410630391
696	0.4410475192
697	0.4410228893
698	0.4409906506
699	0.4409755062
700	0.4409558636
701	0.4409386834
702	0.4408883874
703	0.4408472627
704	0.4407943833
705	0.4407556849
706	0.4407236991
707	0.4406963219
708	0.4406709699
709	0.4406424642
710	0.440603068
711	0.4405625565
712	0.4405428924
713	0.4405345303
714	0.4405003219
715	0.4404771038
716	0.4404663563
717	0.4404217666
718	0.4403850816
719	0.4403710215
720	0.4403485357
721	0.4403348329
722	0.4402968145
723	0.4402588533
724	0.4402111165
725	0.4401947746
726	0.4401730998
727	0.4401362662
728	0.440056376
729	0.4400280242
730	0.4399867528
731	0.4399417396
732	0.4399167696
733	0.4398439838
734	0.4398115876
735	0.4397953781
736	0.4397605407
737	0.4397148115
738	0.4396791021
739	0.4396653754
740	0.4396478088
741	0.4396110724
742	0.4395914764
743	0.4395768051
744	0.4395301587
745	0.4395182496
746	0.4395004882
747	0.4394587117
748	0.4394467894
749	0.4394141732
750	0.4393819275
751	0.4393509453
752	0.4393222911
753	0.4393026931
754	0.43928236
755	0.4392562092
756	0.4392350053
757	0.439209004
758	0.4391800232
759	0.4391435407
760	0.4391275978
761	0.4391141587
762	0.4390536089
763	0.4390290434
764	0.4390166394
765	0.4389903056
766	0.4389825412
767	0.4389701313
768	0.4389583707
769	0.4389411054
770	0.4389181955
771	0.438899822
772	0.4388685415
773	0.4388498458
774	0.4388363936
775	0.4387931452
776	0.4387590937
777	0.4387186816
778	0.4386931255
779	0.438681079
780	0.4386704567
781	0.4385900611
782	0.4385371424
783	0.43848339
784	0.4384463445
785	0.4384382884
786	0.4384039105
787	0.4383739764
788	0.4383590489
789	0.4383482359
790	0.4383323766
791	0.4383113107
792	0.4382789505
793	0.4382596505
794	0.4382429956
795	0.4382291201
796	0.4382036063
797	0.4381929176
798	0.438171567
799	0.438133965
800	0.4381073705
801	0.4380900988
802	0.4380503139
803	0.4380294308
804	0.4379954277
805	0.4379746928
806	0.437963612
807	0.4379479639
808	0.4379391646
809	0.4379270767
810	0.4378758206
811	0.4378504594
812	0.43782902
813	0.4377894764
814	0.4377540384
815	0.437730072
816	0.43768603
817	0.4376598319
818	0.4376441029
819	0.4376317753
820	0.4376180129
821	0.4376071819
822	0.4375747449
823	0.437545651
824	0.4375350883
825	0.437517527
826	0.4374885666
827	0.4374742398
828	0.4374532368
829	0.4374186964
830	0.437389
831	0.4373544502
832	0.4373334649
833	0.4373015748
834	0.4372784415
835	0.4372364071
836	0.4372112843
837	0.437200405
838	0.4371276851
839	0.4370968046
840	0.4370778688
841	0.4370671868
842	0.4370047175
843	0.4369729716
844	0.4369625278
845	0.4369388386
846	0.436909353
847	0.4368811726
848	0.4368689469
849	0.4368523663
850	0.4368427211
851	0.4368200923
852	0.4367804794
853	0.4367612125
854	0.4367240275
855	0.4366897973
856	0.4366705576
857	0.4366599291
858	0.4366406267
859	0.4366257965
860	0.4366030459
861	0.436592429
862	0.4365301102
863	0.4365116123
864	0.4364683181
865	0.4364402904
866	0.4364083256
867	0.4363664087
868	0.4363508338
869	0.4363296174
870	0.4362985645
871	0.4362702801
872	0.4362552549
873	0.4362258038
874	0.4361942184
875	0.4361788613
876	0.436156119
877	0.4361424998
878	0.4361161769
879	0.4361028377
880	0.4360850576
881	0.4360434183
882	0.4360132465
883	0.4359965089
884	0.4359801668
885	0.4359467313
886	0.4359369249
887	0.4359102384
888	0.4358779164
889	0.4358392035
890	0.4358024682
891	0.4357711059
892	0.4357461714
893	0.4357200933
894	0.4356621235
895	0.4356321905
896	0.4356179261
897	0.4355949721
898	0.435570017
899	0.4355537024
900	0.4355354942
901	0.4355121425
902	0.4354935372
903	0.4354299356
904	0.4354041952
905	0.4353952954
906	0.4353723037
907	0.4353376327
908	0.4353190288
909	0.4353087666
910	0.4352832793
911	0.4352604709
912	0.4352428307
913	0.435229484
914	0.4352126071
915	0.4351927252
916	0.4351703244
917	0.4351532918
918	0.4351437596
919	0.4351281106
920	0.4350819038
921	0.4350647104
922	0.4350514548
923	0.4350272301
924	0.4349989957
925	0.4349648938
926	0.4349534848
927	0.4349328977
928	0.4348742481
929	0.4348621183
930	0.434842749
931	0.434817541
932	0.4347900862
933	0.4347627103
934	0.4347382011
935	0.4347194147
936	0.4347028298
937	0.43467394
938	0.4346598476
939	0.4346501364
940	0.4346298719
941	0.4346030555
942	0.4345882714
943	0.4345633079
944	0.4345512242
945	0.4345251712
946	0.4345043064
947	0.4344963
948	0.4344812369
949	0.4344558981
950	0.4344384053
951	0.4343828909
952	0.434329345
953	0.434276815
954	0.4342439819
955	0.4341919132
956	0.4341696123
957	0.4341449969
958	0.4341226349
959	0.4340987266
960	0.4340879074
961	0.4340339528
962	0.4340124939
963	0.4339914922
964	0.4339706495
965	0.4339533714
966	0.433926333
967	0.4339070765
968	0.433895063
969	0.4338748439
970	0.4338510129
971	0.4338318146
972	0.433811273
973	0.4337941213
974	0.4337774795
975	0.4337592132
976	0.4337494671
977	0.4337317014
978	0.433710572
979	0.4336857828
980	0.4336721082
981	0.4336614847
982	0.433627619
983	0.433617646
984	0.4336001049
985	0.4335815134
986	0.4335662315
987	0.4335531391
988	0.4335439704
989	0.4335346164
990	0.4335254832
991	0.4335105836
992	0.4334937603
993	0.4334527542
994	0.433428094
995	0.4334169703
996	0.433398437
997	0.4333806554
998	0.4333653332
999	0.4333401351
1000	0.4333227034
1001	0.4333112848
1002	0.433301257
1003	0.4332791665
1004	0.4332654338
1005	0.4332401618
1006	0.4332215853
1007	0.4332136022
1008	0.4331986304
1009	0.4331871859
1010	0.43315734
1011	0.4331396547
1012	0.4331165206
1013	0.4330989596
1014	0.4330779531
1015	0.4330666183
1016	0.4330457618
1017	0.4330242015
1018	0.433010243
1019	0.4329924635
1020	0.4329723939
1021	0.4329498859
1022	0.4329376165
1023	0.4329312534
1024	0.4329224471
1025	0.432905939
1026	0.4328909934
1027	0.4328793719
1028	0.4328654458
1029	0.4328408768
1030	0.4328319938
1031	0.432815301
1032	0.4327908217
1033	0.4327760827
1034	0.4327671981
1035	0.4327564625
1036	0.4327284273
1037	0.4326938531
1038	0.4326741933
1039	0.432651744
1040	0.4326421943
1041	0.4326288736
1042	0.4326222903
1043	0.4326031661
1044	0.4325838022
1045	0.43253302
1046	0.4325180001
1047	0.4324841589
1048	0.4324655761
1049	0.4324486309
1050	0.4323881529
1051	0.4323700467
1052	0.4323547676
1053	0.432332299
1054	0.4323204065
1055	0.4322632414
1056	0.4322431466
1057	0.4322269331
1058	0.4322168052
1059	0.4321989916
1060	0.4321901174
1061	0.4321743853
1062	0.4321588218
1063	0.4321437046
1064	0.432134342
1065	0.4321179976
1066	0.432107567
1067	0.432100022
1068	0.432084223
1069	0.4320725197
1070	0.4320516319
1071	0.4320289128
1072	0.4320157257
1073	0.4319829924
1074	0.4319731298
1075	0.4319585191
1076	0.4319435244
1077	0.4319122144
1078	0.4318918552
1079	0.4318777956
1080	0.4318632006
1081	0.4318536885
1082	0.4318434669
1083	0.4318341967
1084	0.4318185211
1085	0.4318021634
1086	0.4317887673
1087	0.43176593
1088	0.4317596091
1089	0.4317507709
1090	0.4317385927
1091	0.4317260168
1092	0.431715591
1093	0.4316930858
1094	0.431678451
1095	0.4316633688
1096	0.4316493769
1097	0.4316327802
1098	0.4316167869
1099	0.4316101491
1100	0.4316031483
1101	0.4315810262
1102	0.4315687479
1103	0.4315572794
1104	0.4315477043
1105	0.4315356982
1106	0.4315132639
1107	0.4315024448
1108	0.4314731619
1109	0.431460223
1110	0.4314447702
1111	0.4314228354
1112	0.4314098154
1113	0.4313984429
1114	0.4313793192
1115	0.431365058
1116	0.4313476414
1117	0.43133892
1118	0.4313239868
1119	0.4313103234
1120	0.4312766427
1121	0.4312635737
1122	0.4312491277
1123	0.4312278789
1124	0.4312021256
1125	0.4311823119
1126	0.4311640675
1127	0.4311495084
1128	0.4311404975
1129	0.4311197747
1130	0.431110928
1131	0.4310968945
1132	0.431076628
1133	0.4310669443
1134	0.431050235
1135	0.4310322363
1136	0.43101349
1137	0.4310005916
1138	0.4309828663
1139	0.4309702953
1140	0.4309580682
1141	0.4309494983
1142	0.4309209545
1143	0.430907019
1144	0.4308944319
1145	0.4308724579
1146	0.4308605086
1147	0.4308482873
1148	0.4308036309
1149	0.4307835801
1150	0.4307718966
1151	0.430744505
1152	0.4307242734
1153	0.4307141926
1154	0.4307015542
1155	0.4306867369
1156	0.4306712646
1157	0.4306435819
1158	0.4306204556
1159	0.430602465
1160	0.4305878134
1161	0.4305797345
1162	0.4305724541
1163	0.4305651174
1164	0.4305382305
1165	0.4305245235
1166	0.4305078327
1167	0.430498182
1168	0.4304896079
1169	0.4304823965
1170	0.4304623998
1171	0.4304376163
1172	0.4304293717
1173	0.4304093846
1174	0.4303984173
1175	0.4303589745
1176	0.4303463865
1177	0.4303408074
1178	0.4303324908
1179	0.4303181765
1180	0.4303043612
1181	0.4302912002
1182	0.4302835602
1183	0.4302772453
1184	0.4302614313
1185	0.4302549965
1186	0.4302411032
1187	0.4302070117
1188	0.4301873022
1189	0.4301735043
1190	0.4301501698
1191	0.4301379445
1192	0.4301169632
1193	0.4300993874
1194	0.4300647765
1195	0.4300572611
1196	0.4300480834
1197	0.4300406099
1198	0.4300209093
1199	0.4300147314
1200	0.429989137
1201	0.4299729967
1202	0.4299592798
1203	0.4299411418
1204	0.4299261001
1205	0.4299193079
1206	0.4299067314
1207	0.4298916618
1208	0.4298669334
1209	0.4298598143
1210	0.4298411862
1211	0.4298218976
1212	0.4298034034
1213	0.4297936738
1214	0.4297699799
1215	0.4297407662
1216	0.4297287852
1217	0.4297163543
1218	0.4297020776
1219	0.4296902492
1220	0.4296837419
1221	0.429663648
1222	0.4296512105
1223	0.4296386327
1224	0.4296243683
1225	0.429614824
1226	0.4295970919
1227	0.4295854288
1228	0.4295533859
1229	0.4295363545
1230	0.4295251371
1231	0.4295143125
1232	0.4295023438
1233	0.4294917228
1234	0.4294814822
1235	0.4294644766
1236	0.4294521897
1237	0.4294355689
1238	0.4293875079
1239	0.4293751241
1240	0.4293628038
1241	0.4293462472
1242	0.4293351468
1243	0.429318953
1244	0.4293016347
1245	0.4292720963
1246	0.4292606757
1247	0.4292502262
1248	0.4292441609
1249	0.4292365998
1250	0.4292103895
1251	0.4292019151
1252	0.4291872282
1253	0.4291785592
1254	0.4291688099
1255	0.4291533375
1256	0.4291410127
1257	0.4291173062
1258	0.4291082792
1259	0.4290935469
1260	0.4290708024
1261	0.4290591609
1262	0.4290457635
1263	0.4290328949
1264	0.4290199773
1265	0.4290018986
1266	0.4289800877
1267	0.42897098
1268	0.4289591918
1269	0.4289440891
1270	0.4289296683
1271	0.4289232413
1272	0.4289054055
1273	0.4288905757
1274	0.4288843083
1275	0.4288729998
1276	0.4288642474
1277	0.4288438657
1278	0.4288246121
1279	0.4288164623
1280	0.4288041461
1281	0.4287977092
1282	0.4287830938
1283	0.4287671934
1284	0.4287518647
1285	0.4287303875
1286	0.4287141464
1287	0.4286980279
1288	0.4286654244
1289	0.4286462537
1290	0.4286398408
1291	0.4286209779
1292	0.428609448
1293	0.4285956635
1294	0.4285794013
1295	0.4285668294
1296	0.4285509539
1297	0.4285400279
1298	0.4285200522
1299	0.4285033332
1300	0.4284901076
1301	0.4284623851
1302	0.428448046
1303	0.4284330654
1304	0.4284235965
1305	0.4284102622
1306	0.4283685349
1307	0.4283621886
1308	0.4283221714
1309	0.428310042
1310	0.4283028985
1311	0.428293522
1312	0.4282820824
1313	0.4282700704
1314	0.428249852
1315	0.4282259119
1316	0.4282156688
1317	0.4282043436
1318	0.4281848936
1319	0.4281354206
1320	0.4281241593
1321	0.4281138279
1322	0.4281041828
1323	0.42808796
1324	0.4280792441
1325	0.4280710051
1326	0.4280645148
1327	0.428046718
1328	0.4280356384
1329	0.4280251429
1330	0.4280095053
1331	0.4279994831
1332	0.4279787157
1333	0.4279648104
1334	0.4279548553
1335	0.4279450312
1336	0.4279250428
1337	0.4279183742
1338	0.4279017168
1339	0.4278946725
1340	0.427877587
1341	0.427862232
1342	0.4278456269
1343	0.4278158473
1344	0.427804429
1345	0.4277919656
1346	0.4277429297
1347	0.4277359175
1348	0.4277167
1349	0.4277025507
1350	0.4276830336
1351	0.4276665756
1352	0.4276531788
1353	0.4276435166
1354	0.4276294033
1355	0.4276224982
1356	0.4275975997
1357	0.4275895707
1358	0.4275789202
1359	0.4275690271
1360	0.427563135
1361	0.4275487328
1362	0.4275319364
1363	0.4275232951
1364	0.4275107352
1365	0.4274955557
1366	0.4274802878
1367	0.4274739165
1368	0.427458437
1369	0.4274354988
1370	0.4274270628
1371	0.4274147263
1372	0.4274048598
1373	0.4273903123
1374	0.4273821267
1375	0.4273725867
1376	0.4273602679
1377	0.4273485392
1378	0.4273355235
1379	0.4273244681
1380	0.4273119679
1381	0.427290126
1382	0.4272457014
1383	0.4272275962
1384	0.4272099526
1385	0.4271888911
1386	0.4271783649
1387	0.4271569638
1388	0.4271413311
1389	0.4271234618
1390	0.4271097179
1391	0.4270995383
1392	0.4270894384
1393	0.4270827634
1394	0.4270692455
1395	0.427053906
1396	0.4270365366
1397	0.4270183777
1398	0.4270048724
1399	0.4269889723
1400	0.4269683283
1401	0.426957521
1402	0.4269499345
1403	0.4269416949
1404	0.4269321406
1405	0.4269268738
1406	0.4269048236
1407	0.4268870421
1408	0.4268792905
1409	0.4268654572
1410	0.4268572277
1411	0.42684566
1412	0.4268369913
1413	0.4268235224
1414	0.4268063168
1415	0.4268002163
1416	0.4267959304
1417	0.4267775707
1418	0.4267705684
1419	0.426748947
1420	0.4267263481
1421	0.4267136058
1422	0.4266983419
1423	0.4266888737
1424	0.4266742653
1425	0.4266617432
1426	0.4266466236
1427	0.4266068982
1428	0.426592243
1429	0.4265824926
1430	0.4265628261
1431	0.4265493463
1432	0.4265408309
1433	0.4265320084
1434	0.4265268564
1435	0.4265133626
1436	0.4264967765
1437	0.4264794252
1438	0.4264728159
1439	0.4264554211
1440	0.4264434345
1441	0.4264343247
1442	0.4264233331
1443	0.4264039646
1444	0.4263955934
1445	0.4263775058
1446	0.4263630473
1447	0.4263517803
1448	0.4263440683
1449	0.4263324749
1450	0.4263226446
1451	0.4263063922
1452	0.426301453
1453	0.4262929784
1454	0.4262867996
1455	0.4262711157
1456	0.4262581049
1457	0.42625115
1458	0.4262345911
1459	0.4261929191
1460	0.4261873847
1461	0.4261653161
1462	0.426150205
1463	0.4261352747
1464	0.4261217719
1465	0.426110685
1466	0.4260957905
1467	0.4260865165
1468	0.4260780154
1469	0.4260672537
1470	0.4260419628
1471	0.4260342576
1472	0.426025911
1473	0.426017999
1474	0.4260109341
1475	0.4259993404
1476	0.4259940262
1477	0.4259825869
1478	0.4259587426
1479	0.42595255
1480	0.4259420445
1481	0.4259180201
1482	0.4259055686
1483	0.4258954887
1484	0.4258889735
1485	0.4258792307
1486	0.4258598013
1487	0.4258440316
1488	0.4257981198
1489	0.4257750514
1490	0.4257661427
1491	0.4257577998
1492	0.4257140503
1493	0.4257005456
1494	0.4256856014
1495	0.4256699131
1496	0.4256622738
1497	0.4256526461
1498	0.4256382851
1499	0.4256248871
1500	0.4256122966
1501	0.4256025278
1502	0.425586104
1503	0.4255770423
1504	0.4255591559
1505	0.4255485874
1506	0.4255335873
1507	0.4255084304
1508	0.4254976461
1509	0.4254885188
1510	0.4254799601
1511	0.4254715932
1512	0.4254560327
