,Recipe_id,Recipe_taggs
0,6470,Kitchen utensil
2,6470,Party
3,6470,Date night
4,6470,Pan fry
5,6470,Dinner
6,6470,Seafood
8,6470,Others
9,6470,Every occacion
90,5950,Oven
91,5950,Kitchen utensil
92,5950,Stuffed
93,5950,Kid Friendly
98,5950,Comfort food
100,5950,Appetizers
101,5950,Bake
102,5950,Snacks
103,5950,Party
104,5950,Game day
105,5950,Every occacion
250,5620,Kitchen utensil
251,5620,Easy
255,5620,Thanksgiving
257,5620,Healthy
258,5620,Vegetarian
260,5620,Christmas
261,5620,Weeknight
262,5620,Brunch
263,5620,Others
269,5620,Winter
270,5620,Fall
271,5620,Every occacion
426,5474,Kitchen utensil
428,5474,American
429,5474,Others
430,5474,Date night
431,5474,Weeknight
432,5474,Dinner
434,5474,Comfort food
438,5474,Italina
440,5474,Lunch
441,5474,Deep fry
442,5474,Every occacion
613,5417,Kitchen utensil
615,5417,Under 30 minutes
616,5417,Appetizers
618,5417,Easy
619,5417,Others
620,5417,Every occacion
694,4548,Others
695,4548,Pan fry
696,4548,Kitchen utensil
697,4548,Comfort food
698,4548,Dinner
699,4548,One pot
700,4548,Weeknight
702,4548,Easy
703,4548,Date night
704,4548,Italina
705,4548,American
710,4548,Baking pan
713,4548,Alcoholic drinks
714,4548,Every occacion
988,5336,Appetizers
989,5336,Mexican
990,5336,Others
991,5336,Comfort food
992,5336,Oven
993,5336,Kitchen utensil
997,5336,Deep fry
1000,5336,Bake
1003,5336,Baking pan
1005,5336,Snacks
1006,5336,Party
1007,5336,Game day
1008,5336,Stuffed
1010,5336,Kid Friendly
1011,5336,Every occacion
1228,4735,Baking pan
1229,4735,Big batch
1230,4735,Comfort food
1231,4735,Kitchen utensil
1236,4735,Oven
1237,4735,Snacks
1238,4735,Christmas
1239,4735,Thanksgiving
1240,4735,Pan fry
1241,4735,Others
1244,4735,Appetizers
1245,4735,Bake
1248,4735,Game day
1249,4735,Party
1251,4735,Every occacion
1276,4432,Lunch
1277,4432,Kitchen utensil
1278,4432,Easy
1281,4432,Under 30 minutes
1283,4432,Every occacion
1316,4041,Dinner
1317,4041,Comfort food
1318,4041,Weeknight
1319,4041,Italina
1320,4041,Easy
1321,4041,Under 30 minutes
1322,4041,Others
1323,4041,Kitchen utensil
1328,4041,Seafood
1334,4041,Pan fry
1335,4041,Every occacion
1536,3667,Oven
1537,3667,Bake
1538,3667,Comfort food
1539,3667,Stuffed
1540,3667,Others
1541,3667,Lunch
1542,3667,Microwave
1543,3667,Baking pan
1544,3667,Kitchen utensil
1550,3667,Game day
1551,3667,Italina
1552,3667,Fusion
1553,3667,American
1556,3667,Weeknight
1557,3667,Every occacion
1822,865,Middle eastern
1823,865,Easy
1824,865,Vegetarian
1825,865,Weeknight
1826,865,Under 30 minutes
1827,865,Bbq
1828,865,
1829,865,Healthy
1830,865,Gluten free
1831,865,Kitchen utensil
1837,865,Others
1838,865,Fourth of july
1839,865,Chop
1840,865,Every occacion
2012,3400,Others
2013,3400,Oven
2014,3400,Comfort food
2015,3400,Stuffed
2016,3400,Dinner
2017,3400,Kitchen utensil
2018,3400,Cast iron pan
2020,3400,Greek
2021,3400,Bake
2030,3400,
2031,3400,Every occacion
2352,2232,Food Processor
2353,2232,Middle eastern
2354,2232,Vegetarian
2355,2232,Vegan
2356,2232,
2357,2232,Easy
2358,2232,Appetizers
2359,2232,Snacks
2360,2232,Weeknight
2361,2232,Healthy
2362,2232,Kid Friendly
2363,2232,Dairy free
2364,2232,Gluten free
2365,2232,Kitchen utensil
2367,2232,Baking pan
2370,2232,Every occacion
2523,42,Game day
2524,42,Comfort food
2525,42,Party
2526,42,American
2527,42,Oven
2528,42,Bake
2529,42,Appetizers
2530,42,Stuffed
2531,42,Brunch
2532,42,One pot
2533,42,Kitchen utensil
2536,42,Baking pan
2539,42,Holiday
2540,42,Others
2542,42,Every occacion
2763,1928,Freezer
2764,1928,American
2765,1928,Kid Friendly
2766,1928,
2767,1928,Gluten free
2768,1928,Vegetarian
2769,1928,5 Ingredients or less
2770,1928,Desserts
2771,1928,Easy
2773,1928,Party
2774,1928,Others
2776,1928,Kitchen utensil
2778,1928,Baking pan
2781,1928,Every occacion
2858,1341,American
2859,1341,Healthy
2860,1341,Easy
2861,1341,Dinner
2862,1341,Bake
2863,1341,
2864,1341,Gluten free
2865,1341,Weeknight
2866,1341,Date night
2867,1341,Baking pan
2868,1341,Kitchen utensil
2869,1341,Under 30 minutes
2870,1341,5 Ingredients or less
2872,1341,Oven
2874,1341,Seafood
2875,1341,Every occacion
2984,1742,Oven
2985,1742,Dairy free
2986,1742,Vegetarian
2987,1742,Vegan
2988,1742,Healthy
2989,1742,Easy
2990,1742,Dinner
2991,1742,Bbq
2992,1742,Party
2993,1742,Bake
2994,1742,Kitchen utensil
2998,1742,Baking pan
3002,1742,Every occacion
3117,1260,Comfort food
3118,1260,Others
3119,1260,Easy
3120,1260,Vegetarian
3122,1260,Breakfast
3123,1260,Special Occasion
3124,1260,Pan fry
3125,1260,Brunch
3127,1260,American
3128,1260,Kid Friendly
3129,1260,Kitchen utensil
3135,1260,
3139,1260,Alcoholic drinks
3140,1260,Every occacion
3417,613,Oven
3418,613,Italina
3419,613,Appetizers
3420,613,Others
3421,613,Weeknight
3422,613,Game day
3423,613,Party
3424,613,Baking pan
3425,613,Kitchen utensil
3430,613,Vegetarian
3431,613,Holiday
3432,613,Every occacion
3529,950,Comfort food
3530,950,Pan fry
3531,950,Dinner
3532,950,American
3533,950,Easy
3534,950,Weeknight
3535,950,One pot
3536,950,Under 30 minutes
3537,950,Others
3538,950,Kitchen utensil
3540,950,Italina
3541,950,
3546,950,Every occacion
3745,7516,Vegetarian
3746,7516,Healthy
3747,7516,Easy
3748,7516,Under 30 minutes
3749,7516,Fusion
3750,7516,Summer
3751,7516,Lunch
3752,7516,Kitchen utensil
3754,7516,Others
3855,7515,Vegetarian
3856,7515,Healthy
3857,7515,Easy
3858,7515,Under 30 minutes
3859,7515,Kitchen utensil
3861,7515,Summer
3864,7515,Others
3976,7514,Vegetarian
3977,7514,Others
3978,7514,Oven
3979,7514,Healthy
3980,7514,Fusion
3981,7514,Under 30 minutes
3982,7514,Easy
3983,7514,Lunch
3984,7514,Bake
3985,7514,Summer
4036,7513,Vegan
4037,7513,Healthy
4038,7513,Summer
4039,7513,Fusion
4040,7513,Others
4041,7513,Easy
4042,7513,Under 30 minutes
4043,7513,Kitchen utensil
4046,7513,Lunch
4047,7513,Pan fry
4691,7346,Others
4692,7346,Pan fry
4693,7346,Under 30 minutes
4694,7346,Kitchen utensil
4695,7346,Dinner
4696,7346,Comfort food
4698,7346,One pot
4699,7346,Lunch
4700,7346,American
4702,7346,Game day
4703,7346,Weeknight
4707,7346,Summer
4810,2325,Others
4811,2325,Oven
4812,2325,American
4813,2325,Bbq
4814,2325,Kid Friendly
4815,2325,Vegetarian
4816,2325,Vegan
4817,2325,Healthy
4818,2325,Fourth of july
4819,2325,Dinner
4820,2325,Bake
4821,2325,Pan fry
4823,2325,Game day
4824,2325,Kitchen utensil
4833,2325,Baking pan
5210,4265,Others
5211,4265,Kitchen utensil
5213,4265,American
5214,4265,Summer
5215,4265,Dinner
5216,4265,Fall
5217,4265,Grill
5218,4265,Party
5219,4265,
5227,4265,Special Occasion
5610,2922,Oven
5611,2922,Bake
5612,2922,Easy
5613,2922,Bbq
5614,2922,One pot
5615,2922,Fourth of july
5616,2922,Others
5617,2922,Party
5618,2922,Seafood
5619,2922,Healthy
5620,2922,American
5621,2922,
5622,2922,Dairy free
5623,2922,Comfort food
5624,2922,Big batch
5625,2922,Special Occasion
5626,2922,Dinner
5628,2922,Kitchen utensil
5629,2922,Baking pan
5631,2922,Summer
5808,2784,Oven
5809,2784,American
5810,2784,Easy
5811,2784,Big batch
5812,2784,One pot
5813,2784,Fourth of july
5814,2784,Game day
5815,2784,Party
5816,2784,Kitchen utensil
5818,2784,Baking pan
5819,2784,Appetizers
5820,2784,Game Day
5821,2784,Bites
5822,2784,Others
5898,1984,Others
5899,1984,American
5900,1984,Comfort food
5901,1984,Kid Friendly
5902,1984,Big batch
5903,1984,Fourth of july
5904,1984,Dinner
5905,1984,Cast iron pan
5906,1984,Game day
5907,1984,Bbq
5908,1984,Kitchen utensil
5914,1984,Cooling rack
5915,1984,
5916,1984,Pan fry
6178,769,Game day
6179,769,Slow cooker
6180,769,American
6181,769,Big batch
6182,769,Party
6183,769,Comfort food
6184,769,Oven
6185,769,Appetizers
6186,769,Others
6187,769,Bake
6188,769,Mexican
6189,769,Cast iron pan
6190,769,Kitchen utensil
6431,4947,Appetizers
6432,4947,Kitchen utensil
6435,4947,Hand mixer
6436,4947,Party
6438,4947,Others
6439,4947,Bake
6443,4947,Comfort food
6446,4947,Seafood
6447,4947,Oven
6448,4947,Baking pan
6451,4947,Game Day
6827,2863,Comfort food
6828,2863,Slow cooker
6829,2863,Healthy
6830,2863,Easy
6831,2863,American
6832,2863,
6833,2863,Game day
6834,2863,Fall
6835,2863,One pot
6836,2863,Appetizers
6837,2863,Party
6838,2863,Kitchen utensil
6842,2863,Game Day
6843,2863,Others
6941,2786,Oven
6942,2786,Vegan
6943,2786,Snacks
6944,2786,Bake
6945,2786,Food Processor
6946,2786,Appetizers
6947,2786,Vegetarian
6948,2786,Dairy free
6949,2786,Easy
6950,2786,Kitchen utensil
6952,2786,Baking pan
6958,2786,Game day
6959,2786,Party
6960,2786,Others
7241,2175,Oven
7242,2175,American
7243,2175,Comfort food
7244,2175,Kid Friendly
7245,2175,Easy
7246,2175,Big batch
7247,2175,Bake
7248,2175,Game day
7249,2175,Party
7250,2175,Cast iron pan
7251,2175,Fourth of july
7252,2175,Appetizers
7253,2175,Kitchen utensil
7260,2175,Game Day
7262,2175,Others
7395,7640,Comfort food
7396,7640,French
7397,7640,Dinner
7398,7640,Instant pot
7399,7640,Kitchen utensil
7400,7640,Big batch
7401,7640,Easy
7402,7640,Weeknight
7403,7640,Lunch
7404,7640,Bbq
7411,7640,
7413,7640,One pot
7604,298,Appetizers
7605,298,Others
7606,298,Dairy free
7608,298,Japanese
7609,298,Vegetarian
7610,298,Party
7611,298,Easy
7612,298,Colander
7613,298,Kitchen utensil
7758,8088,Freezer
7759,8088,Others
7760,8088,Special Occasion
7761,8088,Baking pan
7762,8088,Desserts
7763,8088,
7764,8088,Kitchen utensil
7766,8088,Valentines day
7782,8087,Kitchen utensil
7788,8087,Hand mixer
7789,8087,Others
7790,8087,
7791,8087,Desserts
7792,8087,Alcoholic drinks
7793,8087,Valentines day
7795,8087,Freezer
7798,8087,Special Occasion
7935,8086,Others
7936,8086,
7937,8086,Kitchen utensil
7940,8086,Desserts
7941,8086,Freezer
7943,8086,Special Occasion
7945,8086,Baking pan
7946,8086,Valentines day
8208,8035,Others
8209,8035,Freezer
8210,8035,Indian
8211,8035,Fusion
8212,8035,Kitchen utensil
8215,8035,Baking pan
8216,8035,Lunch
8217,8035,Special Occasion
8338,8017,Freezer
8339,8017,Microwave
8340,8017,
8341,8017,Easy
8342,8017,Under 30 minutes
8343,8017,Kitchen utensil
8344,8017,Baking pan
8345,8017,Desserts
8346,8017,Special Occasion
8347,8017,Christmas
8388,8015,Desserts
8389,8015,Kitchen utensil
8390,8015,Comfort food
8391,8015,Baking pan
8393,8015,Freezer
8394,8015,
8395,8015,One pot
8396,8015,Bake
8397,8015,Cooling rack
8400,8015,Hand mixer
8403,8015,Bakery goods
8404,8015,Oven
8592,7983,Oven
8593,7983,Food Processor
8594,7983,
8595,7983,Others
8596,7983,Freezer
8597,7983,Baking pan
8598,7983,Desserts
8599,7983,Microwave
8600,7983,Kitchen utensil
8602,7983,Comfort food
8603,7983,American
8606,7983,Bake
8607,7983,Special Occasion
8610,7983,Party
8615,7983,Bakery goods
8712,7949,Oven
8713,7949,Freezer
8714,7949,
8715,7949,Baking pan
8717,7949,Kitchen utensil
8719,7949,Desserts
8720,7949,Bake
8721,7949,Special Occasion
8789,7849,Vegetarian
8790,7849,Freezer
8791,7849,Appetizers
8792,7849,Special Occasion
8793,7849,Party
8794,7849,Kitchen utensil
8845,7794,Baking pan
8846,7794,Desserts
8847,7794,Bakery goods
8848,7794,Special Occasion
8849,7794,Freezer
8850,7794,
8851,7794,Easy
8852,7794,Vegetarian
8901,7744,Hand mixer
8902,7744,Food Processor
8903,7744,Kitchen utensil
8904,7744,
8905,7744,Vegetarian
8906,7744,Freezer
8909,7744,Desserts
8911,7744,Baking pan
8915,7744,Weeknight
8916,7744,Special Occasion
8933,7772,Others
8934,7772,Freezer
8935,7772,Summer
8936,7772,Desserts
8937,7772,Kitchen utensil
9013,7746,Comfort food
9014,7746,Bake
9015,7746,Bakery goods
9016,7746,
9017,7746,Desserts
9018,7746,One pot
9019,7746,Weeknight
9020,7746,Kitchen utensil
9021,7746,Party
9022,7746,Baking pan
9027,7746,Freezer
9028,7746,Oven
9125,7735,
9126,7735,Bakery goods
9127,7735,Desserts
9128,7735,Special Occasion
9129,7735,Freezer
9130,7735,Easy
9131,7735,5 Ingredients or less
9153,7707,
9154,7707,Latin america
9155,7707,Freezer
9156,7707,Others
9157,7707,Kitchen utensil
9158,7707,Desserts
9159,7707,Special Occasion
9202,7691,
9203,7691,Freezer
9204,7691,Desserts
9205,7691,Special Occasion
9206,7691,Easy
9252,1604,Freezer
9253,1604,Hand mixer
9254,1604,Brazilian
9255,1604,
9256,1604,Vegetarian
9257,1604,Gluten free
9258,1604,Easy
9259,1604,5 Ingredients or less
9260,1604,Desserts
9261,1604,Weeknight
9262,1604,Party
9285,1830,Food Processor
9286,1830,Freezer
9287,1830,American
9288,1830,
9289,1830,Dairy free
9290,1830,Vegetarian
9291,1830,Desserts
9293,1830,Weeknight
9294,1830,Party
9295,1830,Baking pan
9296,1830,Kitchen utensil
9300,1830,5 Ingredients or less
9301,1830,Easy
9321,4263,Hand mixer
9322,4263,Freezer
9323,4263,Kitchen utensil
9324,4263,Others
9325,4263,Food Processor
9326,4263,Desserts
9327,4263,Baking pan
9332,4263,
9336,4263,Vegetarian
9338,4263,Kid Friendly
9341,4263,Walmart
9342,4263,Summer
9475,1829,Freezer
9476,1829,American
9477,1829,Healthy
9478,1829,Easy
9479,1829,5 Ingredients or less
9480,1829,Desserts
9481,1829,Special Occasion
9482,1829,Food Processor
9483,1829,Big batch
9485,1829,Party
9486,1829,Vegetarian
9487,1829,Kitchen utensil
9488,1829,Baking pan
9491,1829,Fourth of july
9492,1829,Summer
9493,1829,Spring
9513,1602,Hand mixer
9514,1602,Freezer
9515,1602,Brazilian
9516,1602,Vegetarian
9517,1602,Gluten free
9518,1602,Easy
9519,1602,5 Ingredients or less
9520,1602,Desserts
9521,1602,Weeknight
9522,1602,Party
9523,1602,Kitchen utensil
9526,1602,Baking pan
9569,1313,Blender
9570,1313,Dairy free
9571,1313,5 Ingredients or less
9572,1313,Kid Friendly
9573,1313,Desserts
9575,1313,Freezer
9576,1313,Vegetarian
9577,1313,Easy
9578,1313,Vegan
9579,1313,Kitchen utensil
9584,1313,
9588,1313,Fourth of july
9589,1313,Summer
9590,1313,Spring
9591,1313,Pan fry
9592,1313,Others
9617,4243,Freezer
9618,4243,Dairy free
9619,4243,5 Ingredients or less
9620,4243,
9621,4243,Healthy
9622,4243,American
9623,4243,Blender
9624,4243,Vegan
9625,4243,Easy
9626,4243,Food Processor
9627,4243,Kitchen utensil
9630,4243,Baking pan
9632,4243,Desserts
9633,4243,Summer
9636,4243,Spring
9637,4243,Deserts
9709,1314,Dairy free
9710,1314,Kid Friendly
9711,1314,Vegetarian
9712,1314,Freezer
9713,1314,Others
9714,1314,Easy
9715,1314,Desserts
9717,1314,5 Ingredients or less
9718,1314,
9719,1314,Kitchen utensil
9723,1314,Baking pan
9726,1314,Special Occasion
9727,1314,Summer
9728,1314,Spring
9729,1314,Fourth of july
9730,1314,Pan fry
9731,1314,Blender
9755,7648,Easy
9756,7648,Under 30 minutes
9757,7648,Freezer
9758,7648,
9759,7648,Desserts
9760,7648,Party
9776,7661,Kitchen utensil
9779,7661,Others
9781,7661,Vegetarian
9783,7661,Deep fry
9784,7661,Fusion
9787,7661,Lunch
9788,7661,Alcoholic drinks
9789,7661,Dinner
9790,7661,Weeknight
9791,7661,Baking pan
9792,7661,Freezer
9793,7660,One pot
9794,7660,Fusion
9795,7660,Freezer
9796,7660,Others
9797,7660,Vegan
9798,7660,Kitchen utensil
9800,7660,Grill
9801,7660,Lunch
9802,7660,Weeknight
9805,7660,Dinner
10070,2322,Food Processor
10071,2322,Easy
10072,2322,Freezer
10073,2322,Dairy free
10074,2322,Kid Friendly
10075,2322,5 Ingredients or less
10076,2322,Vegetarian
10077,2322,Healthy
10078,2322,Desserts
10079,2322,Snacks
10081,2322,Summer
10082,2322,Spring
10083,2322,Gluten free
10084,2322,
10085,2322,Date night
10086,2322,Weeknight
10087,2322,Kitchen utensil
10106,1316,Others
10107,1316,Freezer
10108,1316,Desserts
10109,1316,Vegan
10110,1316,Vegetarian
10111,1316,Kid Friendly
10112,1316,Dairy free
10113,1316,Easy
10114,1316,5 Ingredients or less
10116,1316,Kitchen utensil
10196,194,Summer
10197,194,Vegetarian
10198,194,Dairy free
10199,194,Gluten free
10200,194,Vegan
10201,194,Freezer
10202,194,Blender
10203,194,
10204,194,Easy
10205,194,Party
10206,194,American
10207,194,Desserts
10208,194,Happy hour
10209,194,Kitchen utensil
10217,194,Baking pan
10218,194,Fourth of july
10219,194,Spring
10220,194,Alcoholic drinks
10440,2320,Freezer
10441,2320,Dairy free
10442,2320,Kid Friendly
10443,2320,Vegetarian
10444,2320,Gluten free
10445,2320,
10446,2320,Healthy
10447,2320,Easy
10448,2320,5 Ingredients or less
10449,2320,Desserts
10451,2320,Date night
10452,2320,Weeknight
10453,2320,Food Processor
10454,2320,Snacks
10455,2320,Kitchen utensil
10457,2320,Baking pan
10461,2320,Fourth of july
10462,2320,Summer
10463,2320,Spring
10488,2323,Freezer
10489,2323,Dairy free
10490,2323,Kid Friendly
10491,2323,Vegetarian
10492,2323,Healthy
10493,2323,
10494,2323,Gluten free
10495,2323,Easy
10496,2323,5 Ingredients or less
10497,2323,Desserts
10499,2323,Weeknight
10500,2323,Date night
10501,2323,Food Processor
10502,2323,Snacks
10518,1315,Freezer
10519,1315,Others
10520,1315,Desserts
10521,1315,Dairy free
10522,1315,Vegetarian
10523,1315,Kid Friendly
10524,1315,Easy
10526,1315,Vegan
10527,1315,Blender
10528,1315,
10529,1315,Kitchen utensil
10644,7570,Easy
10645,7570,Under 30 minutes
10646,7570,Drinks
10647,7570,Desserts
10648,7570,
10649,7570,Freezer
10650,7570,Special Occasion
10672,3724,Freezer
10673,3724,Others
10674,3724,Mexican
10675,3724,Latin america
10676,3724,
10677,3724,Desserts
10678,3724,Big batch
10679,3724,Kitchen utensil
10688,3724,Baking pan
10690,3724,Deep fry
10691,3724,Special Occasion
10692,3724,Party
10693,3724,Alcoholic drinks
10936,4473,Others
10937,4473,Mexican
10938,4473,Comfort food
10939,4473,
10940,4473,Easy
10943,4473,Kitchen utensil
10948,4473,Freezer
10951,4473,Hand mixer
10953,4473,Desserts
10954,4473,Deep fry
10955,4473,Vegetarian
10959,4473,Party
10960,4473,Special Occasion
11236,4080,Freezer
11237,4080,Fusion
11238,4080,Kid Friendly
11239,4080,Mexican
11240,4080,Cooling rack
11241,4080,Stuffed
11242,4080,Kitchen utensil
11244,4080,American
11246,4080,Others
11249,4080,Vegetarian
11250,4080,
11254,4080,Desserts
11257,4080,Special Occasion
11258,4080,Party
11259,4080,Deep fry
11261,4080,Baking pan
11479,477,American
11480,477,
11481,477,Freezer
11482,477,Vegetarian
11483,477,Date night
11484,477,Others
11485,477,Desserts
11486,477,Deep fry
11487,477,Mexican
11488,477,Fusion
11489,477,Party
11490,477,Kid Friendly
11491,477,Snacks
11492,477,Stuffed
11493,477,Valentines day
11494,477,Baking pan
11495,477,Kitchen utensil
11755,443,Others
11756,443,Freezer
11757,443,Desserts
11758,443,Fusion
11759,443,Vegetarian
11760,443,
11761,443,Kid Friendly
11762,443,Deep fry
11763,443,American
11764,443,Mexican
11765,443,Weeknight
11766,443,Party
11767,443,Baking pan
11768,443,Kitchen utensil
11773,443,Ice cream
12002,1183,Others
12003,1183,Latin america
12004,1183,Fusion
12005,1183,Vegetarian
12006,1183,Kid Friendly
12007,1183,Stuffed
12008,1183,Desserts
12009,1183,Deep fry
12010,1183,Party
12011,1183,Game day
12012,1183,French
12013,1183,Baking pan
12014,1183,Freezer
12015,1183,
12016,1183,Kitchen utensil
12186,5502,Food Processor
12187,5502,Kitchen utensil
12188,5502,Freezer
12189,5502,
12190,5502,Gluten free
12192,5502,Others
12194,5502,Dairy free
12195,5502,Vegetarian
12196,5502,Desserts
12197,5502,Microwave
12198,5502,Kid Friendly
12270,5147,Drinks
12271,5147,Kitchen utensil
12273,5147,Easy
12276,5147,Freezer
12277,5147,Summer
12278,5147,Party
12279,5147,Special Occasion
12280,5147,Alcoholic drinks
12336,1724,Freezer
12337,1724,Kid Friendly
12338,1724,Dairy free
12339,1724,Vegetarian
12340,1724,Vegan
12341,1724,5 Ingredients or less
12342,1724,Easy
12343,1724,Snacks
12344,1724,Desserts
12345,1724,Summer
12346,1724,Healthy
12347,1724,Bbq
12372,2355,American
12373,2355,Others
12374,2355,Freezer
12375,2355,Kid Friendly
12376,2355,
12377,2355,Vegetarian
12378,2355,Gluten free
12379,2355,Easy
12380,2355,5 Ingredients or less
12381,2355,Party
12382,2355,Desserts
12383,2355,Big batch
12385,2355,Summer
12386,2355,Spring
12387,2355,Kitchen utensil
12390,2355,Baking pan
12452,2042,Freezer
12453,2042,American
12454,2042,
12455,2042,Gluten free
12456,2042,Kid Friendly
12457,2042,Vegetarian
12459,2042,Healthy
12460,2042,Big batch
12461,2042,Desserts
12463,2042,Bbq
12464,2042,Party
12465,2042,Kitchen utensil
12469,2042,Blender
12752,1725,Freezer
12753,1725,Kid Friendly
12754,1725,Vegan
12755,1725,Vegetarian
12756,1725,Healthy
12757,1725,Dairy free
12758,1725,Easy
12759,1725,5 Ingredients or less
12760,1725,Desserts
12761,1725,Snacks
12762,1725,Summer
12763,1725,Gluten free
12765,1725,Bbq
12766,1725,Kitchen utensil
12800,1701,Freezer
12801,1701,Blender
12802,1701,American
12803,1701,Kid Friendly
12804,1701,Healthy
12805,1701,5 Ingredients or less
12806,1701,Easy
12807,1701,Desserts
12808,1701,Snacks
12810,1701,Special Occasion
12811,1701,Party
12812,1701,Summer
12813,1701,Vegetarian
12856,6521,Baking pan
12857,6521,Kitchen utensil
12859,6521,Oven
12860,6521,
12861,6521,Desserts
12862,6521,Special Occasion
12863,6521,Freezer
12865,6521,Summer
12886,1559,Food Processor
12887,1559,Freezer
12888,1559,American
12889,1559,Vegetarian
12890,1559,5 Ingredients or less
12891,1559,Easy
12892,1559,Desserts
12893,1559,Weeknight
12894,1559,Summer
12895,1559,Spring
12896,1559,Kid Friendly
12897,1559,Special Occasion
12951,1700,Blender
12952,1700,Freezer
12953,1700,American
12954,1700,Kid Friendly
12955,1700,Easy
12956,1700,5 Ingredients or less
12957,1700,Desserts
12959,1700,Weeknight
12960,1700,Party
12961,1700,Summer
12962,1700,Healthy
12963,1700,Vegetarian
12964,1700,Kitchen utensil
12967,1700,Food Processor
13002,1067,Microwave
13003,1067,American
13004,1067,Greek
13005,1067,Fusion
13006,1067,Kid Friendly
13007,1067,
13008,1067,Desserts
13009,1067,Party
13010,1067,Breakfast
13011,1067,Brunch
13012,1067,Vegetarian
13014,1067,Kitchen utensil
13021,1067,Freezer
13142,1558,Food Processor
13143,1558,Freezer
13144,1558,American
13145,1558,5 Ingredients or less
13146,1558,Easy
13147,1558,Desserts
13148,1558,Weeknight
13149,1558,Summer
13150,1558,Spring
13151,1558,Kid Friendly
13152,1558,Vegetarian
13153,1558,Healthy
13194,1668,Blender
13195,1668,Freezer
13196,1668,American
13197,1668,Vegetarian
13198,1668,Gluten free
13199,1668,Healthy
13200,1668,5 Ingredients or less
13201,1668,Snacks
13202,1668,Desserts
13203,1668,Weeknight
13204,1668,Spring
13205,1668,Summer
13206,1668,Kid Friendly
13207,1668,Kitchen utensil
13208,1668,Baking pan
13274,1667,Easy
13275,1667,5 Ingredients or less
13276,1667,American
13277,1667,Freezer
13278,1667,Snacks
13279,1667,Desserts
13280,1667,Weeknight
13281,1667,Summer
13282,1667,Spring
13283,1667,Kid Friendly
13284,1667,Vegetarian
13285,1667,Healthy
13286,1667,Baking pan
13287,1667,Kitchen utensil
13316,3188,5 Ingredients or less
13317,3188,Healthy
13318,3188,Easy
13319,3188,Freezer
13320,3188,
13321,3188,Desserts
13322,3188,Snacks
13324,3188,Kitchen utensil
13325,3188,Baking pan
13326,3188,Vegetarian
13327,3188,Kid Friendly
13330,3188,Deserts
13531,1902,Freezer
13532,1902,American
13533,1902,Kid Friendly
13534,1902,Vegetarian
13535,1902,Healthy
13536,1902,5 Ingredients or less
13537,1902,Easy
13538,1902,Desserts
13540,1902,Fourth of july
13541,1902,Summer
13542,1902,Gluten free
13543,1902,Kitchen utensil
13544,1902,Baking pan
13545,1902,Party
13588,2375,Healthy
13589,2375,Kid Friendly
13590,2375,Big batch
13591,2375,Easy
13592,2375,Snacks
13593,2375,Freezer
13594,2375,Vegetarian
13595,2375,
13596,2375,5 Ingredients or less
13597,2375,Weeknight
13598,2375,Party
13599,2375,Desserts
13601,2375,Baking pan
13602,2375,Summer
13719,1699,Freezer
13720,1699,Blender
13721,1699,American
13722,1699,Kid Friendly
13723,1699,Easy
13724,1699,5 Ingredients or less
13725,1699,Desserts
13726,1699,Snacks
13728,1699,Party
13729,1699,Summer
13730,1699,Healthy
13731,1699,Weeknight
13732,1699,Vegetarian
13733,1699,Baking pan
13779,1702,Freezer
13780,1702,Blender
13781,1702,American
13782,1702,Kid Friendly
13783,1702,Easy
13784,1702,5 Ingredients or less
13785,1702,Desserts
13786,1702,Snacks
13788,1702,Weeknight
13789,1702,Party
13790,1702,Summer
13791,1702,Healthy
13792,1702,Vegetarian
13872,7386,Fusion
13873,7386,Hand mixer
13874,7386,Indian
13875,7386,Kitchen utensil
13876,7386,Others
13877,7386,Oven
13879,7386,Korean
13880,7386,Freezer
13881,7386,Baking pan
13882,7386,
13888,7386,Bake
13892,7386,Desserts
13893,7386,Party
13894,7386,Special Occasion
14056,7379,Freezer
14057,7379,
14058,7379,Desserts
14060,7379,Special Occasion
14061,7379,Hand mixer
14062,7379,Kitchen utensil
14064,7379,Baking pan
14200,7372,
14201,7372,Desserts
14202,7372,Special Occasion
14203,7372,Kitchen utensil
14207,7372,Freezer
14280,7375,Others
14281,7375,Freezer
14282,7375,
14283,7375,Desserts
14284,7375,Kitchen utensil
14287,7375,Baking pan
14289,7375,Special Occasion
14340,7303,
14341,7303,Comfort food
14342,7303,Others
14343,7303,Kitchen utensil
14345,7303,Big batch
14347,7303,Baking pan
14351,7303,Asian
14354,7303,Brunch
14355,7303,Breakfast
14356,7303,Bakery goods
14357,7303,Freezer
14358,7303,Filipino
14359,7303,Fusion
14460,7307,Freezer
14461,7307,Vegetarian
14462,7307,
14463,7307,5 Ingredients or less
14464,7307,Under 30 minutes
14465,7307,Desserts
14484,7306,5 Ingredients or less
14485,7306,Under 30 minutes
14486,7306,Freezer
14487,7306,Healthy
14488,7306,Desserts
14489,7306,Game day
14514,7304,
14515,7304,Freezer
14516,7304,Kitchen utensil
14517,7304,Microwave
14518,7304,Food Processor
14519,7304,Hand mixer
14520,7304,Party
14521,7304,Desserts
14523,7304,Special Occasion
14524,7304,Asian
14528,7304,Others
14529,7304,Baking pan
14532,7304,Hawaiian
14533,7304,Fusion
14774,7279,Kitchen utensil
