,Recipe_id,Recipe_taggs
110440,2590,American
110441,2590,Fusion
110442,2590,Kid Friendly
110443,2590,Vegetarian
110444,2590,Vegan
110445,2590,Healthy
110446,2590,Easy
110447,2590,Under 30 minutes
110448,2590,Appetizers
110449,2590,Snacks
110450,2590,Bake
110451,2590,Weeknight
110452,2590,Date night
110453,2590,Dairy free
110454,2590,One pot
110455,2590,
110456,2590,5 Ingredients or less
110457,2590,Kitchen utensil
110543,2588,Oven
110544,2588,Middle eastern
110545,2588,American
110546,2588,Fusion
110547,2588,Dairy free
110548,2588,Kid Friendly
110549,2588,Vegetarian
110550,2588,Vegan
110551,2588,
110552,2588,Easy
110553,2588,Under 30 minutes
110554,2588,5 Ingredients or less
110555,2588,One pot
110556,2588,Bake
110557,2588,Date night
110558,2588,Weeknight
110559,2588,Kitchen utensil
110564,2588,Baking pan
110565,2588,Desserts
110635,2589,Oven
110636,2589,Middle eastern
110637,2589,American
110638,2589,Fusion
110639,2589,Vegetarian
110640,2589,Vegan
110641,2589,Dairy free
110642,2589,Easy
110643,2589,Under 30 minutes
110644,2589,Appetizers
110645,2589,Snacks
110646,2589,Bake
110647,2589,Weeknight
110648,2589,Date night
110649,2589,Healthy
110650,2589,One pot
110651,2589,
110652,2589,Kitchen utensil
110657,2589,Baking pan
110895,7907,Others
110896,7907,Deep fry
110897,7907,Special Occasion
110898,7907,Indian
110899,7907,
110900,7907,Under 30 minutes
110901,7907,Kitchen utensil
110904,7907,Desserts
110950,7505,Others
110951,7505,Kitchen utensil
110952,7505,Oven
110954,7505,Appetizers
110955,7505,Comfort food
110960,7505,Bbq
110961,7505,Game day
111106,7506,Others
111107,7506,Kitchen utensil
111108,7506,Oven
111109,7506,Dinner
111110,7506,Special Occasion
111111,7506,Cast iron pan
111112,7506,Vegetarian
111113,7506,Fusion
111178,7507,Others
111179,7507,Kitchen utensil
111180,7507,Lunch
111181,7507,Brunch
111182,7507,Bbq
111183,7507,Baking pan
111184,7507,Oven
111277,7508,Kitchen utensil
111278,7508,Others
111280,7508,Lunch
111281,7508,Brunch
111282,7508,Healthy
111285,7508,Under 30 minutes
111376,7248,Kitchen utensil
111377,7248,Others
111378,7248,Deep fry
111379,7248,
111382,7248,Appetizers
111432,7247,Others
111433,7247,Kitchen utensil
111435,7247,Baking pan
111437,7247,Oven
111438,7247,Lunch
111537,7246,Kitchen utensil
111538,7246,Others
111539,7246,Vegetarian
111542,7246,
111543,7246,Lunch
111544,7246,Game day
111545,7246,Fusion
111609,7182,Kitchen utensil
111610,7182,Others
111613,7182,Lunch
111614,7182,Bbq
111615,7182,Baking pan
111616,7182,Oven
111641,6892,Weeknight
111642,6892,Lunch
111643,6892,Winter
111644,6892,Dinner
111645,6892,Fall
111646,6892,Others
111647,6892,Chinese
111648,6892,Fusion
111649,6892,Kitchen utensil
111650,6892,
111652,6892,Thanksgiving
111784,6890,Dinner
111785,6890,Fall
111786,6890,Bake
111787,6890,Weeknight
111788,6890,Thanksgiving
111789,6890,Winter
111790,6890,Oven
111791,6890,Others
111792,6890,Comfort food
111793,6890,Baking pan
111795,6890,Kitchen utensil
112005,6891,Brunch
112006,6891,Breakfast
112007,6891,Winter
112008,6891,Thanksgiving
112009,6891,Fall
112010,6891,Kitchen utensil
112012,6891,Hand mixer
112567,6505,Others
112568,6505,Oven
112569,6505,Bake
112570,6505,Easy
112571,6505,Kitchen utensil
112573,6505,Baking pan
112575,6505,Dinner
112576,6505,Fusion
112622,6435,Baking pan
112623,6435,Kitchen utensil
112625,6435,Oven
112626,6435,Lunch
112627,6435,Special Occasion
112628,6435,Fusion
112721,6434,Kitchen utensil
112723,6434,Baking pan
112724,6434,Oven
112725,6434,Lunch
112726,6434,Special Occasion
112727,6434,Fusion
112820,6439,Baking pan
112821,6439,Oven
112822,6439,Kitchen utensil
112823,6439,Appetizers
112824,6439,Special Occasion
112825,6439,Weeknight
112826,6439,Indian
112829,6439,Others
112910,6438,Appetizers
112911,6438,Weeknight
112912,6438,Special Occasion
112913,6438,Baking pan
112914,6438,Oven
112915,6438,Kitchen utensil
112916,6438,Italina
112917,6438,Others
112990,6437,Baking pan
112991,6437,Oven
112992,6437,Appetizers
112993,6437,Italina
112995,6437,Kitchen utensil
113062,6441,Kitchen utensil
113065,6441,Baking pan
113066,6441,Oven
113068,6441,Lunch
113069,6441,Special Occasion
113070,6441,Weeknight
113071,6441,Others
113110,6440,Baking pan
113111,6440,Kitchen utensil
113112,6440,Oven
113114,6440,Lunch
113115,6440,Brunch
113116,6440,Bbq
113118,6440,Others
113210,6449,
113211,6449,Freezer
113212,6449,Kitchen utensil
113214,6449,Baking pan
113216,6449,Breakfast
113266,6450,Others
113267,6450,Baking pan
113268,6450,Kitchen utensil
113269,6450,Bake
113272,6450,
113680,6436,Italina
113681,6436,Fusion
113682,6436,Oven
113683,6436,Others
113684,6436,Kitchen utensil
113686,6436,Baking pan
113689,6436,Dinner
113690,6436,Special Occasion
113691,6436,Weeknight
114086,6417,Kitchen utensil
114088,6417,Breakfast
114089,6417,Lunch
114090,6417,Others
114091,6417,Vegan
114092,6417,Vegetarian
114118,6416,Kitchen utensil
114120,6416,Lunch
114121,6416,Breakfast
114122,6416,Brunch
114123,6416,Others
114124,6416,Vegetarian
114125,6416,Vegan
114126,6416,
114127,6416,Gluten free
114162,6415,Kitchen utensil
114164,6415,Breakfast
114165,6415,Others
114166,6415,Vegan
114167,6415,Vegetarian
114169,6415,Gluten free
114207,6414,Kitchen utensil
114208,6414,Breakfast
114210,6414,Others
114211,6414,Lunch
114212,6414,Vegan
114213,6414,Vegetarian
114392,6413,Others
114393,6413,Blender
114394,6413,Kitchen utensil
114397,6413,Game day
114398,6413,Bbq
114399,6413,Vegan
114400,6413,Vegetarian
114401,6413,Seafood
114402,6413,Comfort food
114536,6354,Kitchen utensil
114546,6355,Kitchen utensil
114555,6328,Drinks
114556,6328,Kitchen utensil
114558,6328,Alcoholic drinks
114559,6328,Happy hour
114579,6177,Hand mixer
114580,6177,Deserts
114581,6177,Kitchen utensil
114582,6177,American
114583,6177,
114584,6177,Kid Friendly
114585,6177,Summer
114586,6177,Party
114587,6177,Special Occasion
114588,6177,Desserts
114609,6178,American
114610,6178,Vegetarian
114611,6178,Under 30 minutes
114612,6178,Breakfast
114613,6178,Desserts
114614,6178,Brunch
114615,6178,Comfort food
114616,6178,Kitchen utensil
114665,5902,Kitchen utensil
114666,5902,Others
114675,5901,Kitchen utensil
114676,5901,Others
115443,7938,Microwave
115444,7938,Breakfast
115445,7938,Desserts
115446,7938,Special Occasion
115447,7938,Under 30 minutes
115448,7938,
115503,2664,Microwave
115504,2664,American
115505,2664,Mexican
115506,2664,Fusion
115507,2664,Kid Friendly
115508,2664,Comfort food
115509,2664,Easy
115510,2664,Under 30 minutes
115511,2664,Appetizers
115512,2664,Weeknight
115513,2664,Snacks
115514,2664,Kitchen utensil
115520,2664,Others
115521,2664,Oven
115522,2664,Party
115671,2666,Microwave
115672,2666,American
115673,2666,Chinese
115674,2666,Fusion
115675,2666,Kid Friendly
115676,2666,Easy
115677,2666,Under 30 minutes
115678,2666,Kitchen utensil
115681,2666,Oven
115685,2666,Weeknight
115686,2666,Others
115815,2662,Microwave
115816,2662,American
115817,2662,Italina
115818,2662,Fusion
115819,2662,Comfort food
115820,2662,
115821,2662,Healthy
115822,2662,Easy
115823,2662,Under 30 minutes
115824,2662,Dinner
115825,2662,Weeknight
115826,2662,Date night
115827,2662,Kitchen utensil
115927,2677,Dinner
115928,2677,Kid Friendly
115929,2677,Comfort food
115930,2677,Weeknight
115931,2677,Others
115932,2677,Under 30 minutes
115933,2677,Easy
115934,2677,Microwave
115935,2677,American
115936,2677,Italina
115937,2677,Fusion
115938,2677,Vegetarian
115939,2677,One pot
115940,2677,Kitchen utensil
116089,2660,Microwave
116090,2660,American
116091,2660,Kid Friendly
116092,2660,Comfort food
116093,2660,Easy
116094,2660,Under 30 minutes
116095,2660,Weeknight
116096,2660,Appetizers
116097,2660,Kitchen utensil
116173,4941,Kitchen utensil
116175,4941,Microwave
116178,4941,Oven
116181,4941,Game day
116182,4941,Party
116183,4941,Kid Friendly
116184,4941,Comfort food
116185,4941,Easy
116186,4941,Snacks
116187,4941,Appetizers
116218,2665,Microwave
116219,2665,American
116220,2665,
116221,2665,Gluten free
116222,2665,Under 30 minutes
116223,2665,Easy
116224,2665,Breakfast
116225,2665,Brunch
116226,2665,Kitchen utensil
116228,2665,Oven
116230,2665,Others
116296,2663,Microwave
116297,2663,American
116298,2663,Kid Friendly
116299,2663,Vegetarian
116300,2663,Comfort food
116301,2663,Easy
116302,2663,Under 30 minutes
116303,2663,Weeknight
116304,2663,Kitchen utensil
116310,2663,Others
116311,2663,Oven
116422,7761,Microwave
116423,7761,Drinks
116424,7761,Party
116425,7761,Thanksgiving
116426,7761,Weeknight
116427,7761,Easy
116428,7761,Under 30 minutes
116429,7761,Fall
116430,7761,Alcoholic drinks
116503,7757,Microwave
116504,7757,Food Processor
116505,7757,Asian
116506,7757,Under 30 minutes
116507,7757,Lunch
116508,7757,Dinner
116509,7757,Chinese
116510,7757,Comfort food
116647,7599,Blender
116648,7599,Microwave
116703,5563,Under 30 minutes
116704,5563,5 Ingredients or less
116705,5563,Easy
116706,5563,Microwave
116707,5563,Kid Friendly
116708,5563,Oven
116709,5563,Kitchen utensil
116715,5563,Baking pan
116716,5563,Desserts
116717,5563,Special Occasion
116718,5563,Party
116719,5563,
116754,3338,Italina
116755,3338,Kitchen utensil
116757,3338,Oven
116758,3338,Dinner
116759,3338,Pan fry
116760,3338,Others
116761,3338,
116763,3338,Microwave
116767,3338,Date night
116768,3338,Weeknight
116769,3338,Seafood
116770,3338,Healthy
116771,3338,Bites
116934,2377,Freezer
116935,2377,Microwave
116936,2377,American
116937,2377,
116938,2377,Easy
116939,2377,Kid Friendly
116940,2377,Desserts
116942,2377,Vegetarian
116943,2377,Date night
116944,2377,Kitchen utensil
116950,2377,Others
117036,2573,Big batch
117037,2573,American
117038,2573,Kid Friendly
117039,2573,Microwave
117040,2573,Easy
117041,2573,Under 30 minutes
117042,2573,Others
117043,2573,Breakfast
117045,2573,Freezer
117046,2573,Brunch
117047,2573,Kitchen utensil
117049,2573,
117534,5560,Microwave
117535,5560,Kid Friendly
117536,5560,
117537,5560,Comfort food
117538,5560,Easy
117539,5560,Others
117540,5560,Stuffed
117541,5560,Oven
117543,5560,Kitchen utensil
117548,5560,Desserts
117549,5560,Date night
117550,5560,Special Occasion
117551,5560,Under 30 minutes
117552,5560,Vegetarian
117553,5560,Holiday
117714,7528,Kitchen utensil
117715,7528,Microwave
117716,7528,Under 30 minutes
117718,7528,Easy
117719,7528,Italina
117720,7528,American
117721,7528,Comfort food
117722,7528,Lunch
117723,7528,Weeknight
117724,7528,Oven
117725,7528,Dinner
117834,7451,Easy
117835,7451,Under 30 minutes
117836,7451,Microwave
117837,7451,
117838,7451,Desserts
117839,7451,Special Occasion
118159,2883,Microwave
118160,2883,Italina
118161,2883,American
118162,2883,Fusion
118163,2883,Vegetarian
118164,2883,Healthy
118165,2883,Lunch
118166,2883,Easy
118167,2883,Weeknight
118168,2883,Others
118169,2883,Oven
118170,2883,Kitchen utensil
118174,2883,Party
118287,5559,Microwave
118288,5559,Kid Friendly
118289,5559,Comfort food
118290,5559,Easy
118291,5559,Stuffed
118292,5559,Oven
118293,5559,Kitchen utensil
118298,5559,Others
118299,5559,Weeknight
118385,2882,Microwave
118386,2882,American
118387,2882,Vegetarian
118388,2882,Easy
118389,2882,Under 30 minutes
118390,2882,Breakfast
118391,2882,Healthy
118392,2882,Brunch
118393,2882,Kitchen utensil
118455,7544,Microwave
118456,7544,Fusion
118457,7544,Comfort food
118458,7544,Food Processor
118459,7544,Baking pan
118460,7544,Kid Friendly
118461,7544,Oven
118462,7544,Bake
118463,7544,
118464,7544,Bakery goods
118465,7544,Kitchen utensil
118466,7544,Desserts
118472,7544,Special Occasion
118743,7524,Kitchen utensil
118744,7524,Food Processor
118745,7524,Microwave
118749,7524,Hand mixer
118751,7524,Desserts
118752,7524,Special Occasion
118753,7524,
118754,7524,Indian
118756,7524,Vegetarian
118989,2661,Microwave
118990,2661,American
118991,2661,Mexican
118992,2661,Fusion
118993,2661,Kid Friendly
118994,2661,Comfort food
118995,2661,Under 30 minutes
118996,2661,Easy
118997,2661,5 Ingredients or less
118998,2661,Weeknight
118999,2661,Kitchen utensil
119001,2661,Oven
119004,2661,Lunch
119006,2661,Others
119505,7501,Vegan
119506,7501,
119507,7501,Microwave
119508,7501,Desserts
119509,7501,Under 30 minutes
119553,7499,Oven
119554,7499,Microwave
119555,7499,
119556,7499,Kitchen utensil
119561,7499,Desserts
119562,7499,Bakery goods
119563,7499,Special Occasion
119597,1531,American
119598,1531,Vegetarian
119599,1531,Healthy
119600,1531,Easy
119601,1531,Breakfast
119602,1531,Under 30 minutes
119603,1531,Microwave
119604,1531,Kitchen utensil
119609,1531,Oven
119714,2799,Under 30 minutes
119715,2799,Easy
119716,2799,
119717,2799,Microwave
119718,2799,American
119719,2799,Desserts
119721,2799,Vegetarian
119722,2799,Weeknight
119723,2799,Kid Friendly
119724,2799,Others
119725,2799,Kitchen utensil
119890,1532,American
119891,1532,Easy
119892,1532,Breakfast
119893,1532,Comfort food
119894,1532,Microwave
119895,1532,Under 30 minutes
119896,1532,Kitchen utensil
119899,1532,Brunch
119980,1606,Microwave
119981,1606,Under 30 minutes
119982,1606,Easy
119983,1606,Breakfast
119984,1606,Brunch
119985,1606,Vegetarian
119986,1606,Kitchen utensil
120118,1533,Easy
120119,1533,Microwave
120120,1533,American
120121,1533,
120122,1533,Breakfast
120123,1533,Vegetarian
120124,1533,Kid Friendly
120125,1533,Under 30 minutes
120126,1533,Brunch
120127,1533,Kitchen utensil
120131,1533,Oven
120223,7381,Desserts
120224,7381,Food Processor
120225,7381,Microwave
120226,7381,Oven
120227,7381,Bake
120228,7381,Hand mixer
120229,7381,
120307,7357,Under 30 minutes
120308,7357,Summer
120309,7357,Easy
120310,7357,Big batch
120311,7357,Microwave
120312,7357,Drinks
120714,7260,Oven
120715,7260,Microwave
120717,7260,Desserts
120718,7260,Special Occasion
120719,7260,
121002,7077,Deserts
121003,7077,Oven
121004,7077,
121005,7077,Desserts
121006,7077,Hand mixer
121007,7077,Bake
121008,7077,Others
121009,7077,Microwave
121010,7077,Kitchen utensil
121145,7038,Comfort food
121146,7038,
121147,7038,Desserts
121148,7038,Weeknight
121149,7038,5 Ingredients or less
121150,7038,Under 30 minutes
121151,7038,Date night
121152,7038,American
121153,7038,Kitchen utensil
121154,7038,Microwave
121155,7038,Easy
121200,7004,Kitchen utensil
121201,7004,Hand mixer
121204,7004,Baking pan
121205,7004,Desserts
121206,7004,Microwave
121207,7004,
121208,7004,Food Processor
121209,7004,Winter
121211,7004,Christmas
121275,6877,Comfort food
121276,6877,Easy
121277,6877,Microwave
121278,6877,American
121279,6877,
121280,6877,Under 30 minutes
121281,6877,Kitchen utensil
121282,6877,Christmas
121283,6877,Thanksgiving
121284,6877,Desserts
121285,6877,Weeknight
121286,6877,Snacks
121353,6702,Snacks
121354,6702,Under 30 minutes
121355,6702,Dinner
121356,6702,American
121357,6702,Comfort food
121358,6702,Kitchen utensil
121359,6702,Italina
121360,6702,Kid Friendly
121361,6702,Microwave
121362,6702,Easy
122021,2436,Others
122022,2436,Gluten free
122023,2436,Kid Friendly
122024,2436,Vegetarian
122025,2436,
122026,2436,Comfort food
122027,2436,Healthy
122028,2436,Easy
122029,2436,5 Ingredients or less
122030,2436,Weeknight
122031,2436,Dinner
122032,2436,Microwave
122033,2436,Kitchen utensil
122035,2436,Italina
122036,2436,Baking pan
122061,6457,Kitchen utensil
122063,6457,Desserts
122064,6457,
122065,6457,Microwave
122096,6179,Kitchen utensil
122097,6179,Microwave
122098,6179,Oven
122099,6179,Comfort food
122100,6179,Fusion
122101,6179,Italina
122102,6179,Baking pan
122104,6179,Lunch
122105,6179,Special Occasion
122126,6133,Kitchen utensil
122127,6133,Easy
122128,6133,Indian
122129,6133,Under 30 minutes
122130,6133,Lunch
122131,6133,Vegetarian
122132,6133,Microwave
122136,6133,Weeknight
122138,6133,Oven
122398,6129,Hand mixer
122399,6129,Microwave
122400,6129,Freezer
122401,6129,American
122402,6129,Comfort food
122403,6129,Easy
122404,6129,Others
122405,6129,Kid Friendly
122406,6129,
122407,6129,Baking pan
122408,6129,Kitchen utensil
122415,6129,Special Occasion
122416,6129,Desserts
122417,6129,Fourth of july
122518,7574,Lunch
122519,7574,Walmart
122520,7574,Dutch oven
122521,7574,Others
122522,7574,Game day
122524,7574,Fusion
122525,7574,Spring
122526,7574,Summer
122527,7574,Party
122707,3402,Others
122708,3402,Kitchen utensil
122740,3300,Others
122741,3300,Thanksgiving
122742,3300,One pot
122743,3300,Dinner
122744,3300,American
122745,3300,Easy
122746,3300,Kitchen utensil
122749,3300,
122750,3300,Christmas
122751,3300,Bake
122753,3300,Vegetarian
122754,3300,Big batch
122757,3300,Weeknight
122758,3300,Oven
123044,3299,Healthy
123045,3299,Others
123047,3299,One pot
123048,3299,Easy
123049,3299,Kitchen utensil
123050,3299,
123053,3299,Snacks
123054,3299,Bake
123055,3299,Date night
123056,3299,Weeknight
123057,3299,Food Processor
123058,3299,American
123059,3299,Vegetarian
123060,3299,Appetizers
123282,3207,Italina
123283,3207,Others
123284,3207,Healthy
123285,3207,Dinner
123287,3207,Comfort food
123288,3207,Vegetarian
123289,3207,Kitchen utensil
123290,3207,Colander
123291,3207,Baking pan
123293,3207,Lunch
123294,3207,Weeknight
123297,3207,
123537,3136,Special Occasion
123538,3136,Comfort food
123539,3136,Game day
123540,3136,Others
123541,3136,Dinner
123542,3136,Kid Friendly
123544,3136,One pot
123545,3136,Winter
123546,3136,Easy
123547,3136,Fall
123702,3062,One pot
123703,3062,Cast iron pan
123704,3062,Comfort food
123705,3062,Oven
123706,3062,Others
123707,3062,Bake
123708,3062,Dinner
123709,3062,Thanksgiving
123710,3062,Special Occasion
123711,3062,Kid Friendly
123712,3062,Kitchen utensil
123715,3062,Weeknight
123922,3061,Comfort food
123923,3061,Bake
123924,3061,Vegetarian
123925,3061,
123926,3061,Others
123927,3061,Breakfast
123928,3061,Easy
123929,3061,Special Occasion
123930,3061,Oven
123931,3061,Brunch
123932,3061,Kitchen utensil
123934,3061,Kid Friendly
123935,3061,Big batch
123939,3061,Baking pan
124054,2969,Grill
124055,2969,Special Occasion
124056,2969,Others
124057,2969,Bbq
124058,2969,Dinner
124059,2969,Fourth of july
124060,2969,American
124061,2969,Comfort food
124062,2969,Kitchen utensil
124065,2969,Game day
124066,2969,Baking pan
124244,2936,Others
124245,2936,Date night
124246,2936,Bake
124247,2936,Oven
124248,2936,Easy
124249,2936,Special Occasion
124250,2936,American
124251,2936,Dairy free
124252,2936,Comfort food
124253,2936,Kid Friendly
124254,2936,One pot
124255,2936,Dinner
124256,2936,Baking pan
124257,2936,Kitchen utensil
124394,2932,Others
124396,2932,Easy
124397,2932,Italina
124398,2932,Kid Friendly
124399,2932,Comfort food
124400,2932,Dinner
124401,2932,Weeknight
124402,2932,One pot
124403,2932,
124404,2932,Kitchen utensil
124411,2932,Best of tasty
124412,2932,Budget
124583,2935,Bake
124584,2935,Others
124585,2935,Dinner
124586,2935,Oven
124587,2935,Comfort food
124588,2935,American
124589,2935,Easy
124590,2935,Weeknight
124591,2935,Kitchen utensil
124592,2935,Baking pan
124793,2923,Oven
124794,2923,Kid Friendly
124795,2923,Bakery goods
124796,2923,Bake
124797,2923,Others
124798,2923,American
124799,2923,Healthy
124800,2923,Vegetarian
124801,2923,Easy
124802,2923,Big batch
124803,2923,Snacks
124805,2923,Kitchen utensil
124806,2923,Freezer
124937,2925,Others
124938,2925,Fall
124939,2925,Halloween
124940,2925,Thanksgiving
124941,2925,Desserts
124942,2925,Special Occasion
124944,2925,Hand mixer
124945,2925,American
124946,2925,Kid Friendly
124947,2925,Vegetarian
124948,2925,
124949,2925,Easy
124950,2925,One pot
124951,2925,Party
124952,2925,Kitchen utensil
124960,2925,Holiday
125153,2924,Weeknight
125154,2924,Bake
125155,2924,Others
125156,2924,Easy
125157,2924,Kid Friendly
125158,2924,Oven
125159,2924,Vegetarian
125160,2924,One pot
125162,2924,Baking pan
125163,2924,Kitchen utensil
125164,2924,Dinner
125170,2924,Bbq
125423,2891,Oven
125424,2891,Bake
125425,2891,One pot
125426,2891,Bakery goods
125427,2891,American
125428,2891,Vegetarian
125429,2891,Kid Friendly
125430,2891,Desserts
125431,2891,Weeknight
125432,2891,Kitchen utensil
125434,2891,Baking pan
125435,2891,Others
125437,2891,Fall
125438,2891,Comfort food
125576,2837,Food Processor
125577,2837,Vegetarian
125578,2837,Kid Friendly
125579,2837,
125580,2837,Dinner
125581,2837,Bake
125582,2837,Weeknight
125583,2837,Date night
125584,2837,Others
125585,2837,Kitchen utensil
125589,2837,Baking pan
125591,2837,Oven
125688,2738,Others
125689,2738,Comfort food
125690,2738,Easy
125691,2738,One pot
125692,2738,Dinner
125693,2738,Pan fry
125694,2738,Weeknight
125696,2738,Kitchen utensil
125883,2710,Oven
125884,2710,Easy
125885,2710,Vegetarian
125886,2710,Bake
125887,2710,Others
125888,2710,Kid Friendly
125889,2710,Healthy
125890,2710,
125891,2710,Big batch
125892,2710,One pot
125893,2710,Weeknight
125895,2710,Kitchen utensil
125896,2710,Baking pan
125997,2674,Others
125998,2674,Cast iron pan
125999,2674,Stuffed
126000,2674,Dinner
126001,2674,Oven
126002,2674,American
126003,2674,Comfort food
126004,2674,One pot
126005,2674,
126006,2674,Bake
126007,2674,Pan fry
126008,2674,Weeknight
126009,2674,Date night
126011,2674,Kitchen utensil
126141,2675,Oven
126142,2675,Thanksgiving
126143,2675,
126144,2675,Desserts
126145,2675,Bake
126146,2675,American
126147,2675,Kid Friendly
126148,2675,Vegetarian
126149,2675,Special Occasion
126150,2675,Party
126151,2675,Others
126152,2675,Alcoholic drinks
126201,6082,Oven
126202,6082,Others
126203,6082,
126204,6082,Fusion
126205,6082,Desserts
126206,6082,Spring
126207,6082,Bake
126208,6082,Kitchen utensil
126210,6082,Baking pan
126214,6082,St. Patrick's day
126351,3661,Others
126352,3661,
126353,3661,Easy
126354,3661,Freezer
126355,3661,Party
126356,3661,Easter
126357,3661,Kitchen utensil
126358,3661,Spring
126359,3661,Kid Friendly
126360,3661,Desserts
126361,3661,Baking pan
126362,3661,5 Ingredients or less
126364,3661,Special Occasion
126365,3661,Snacks
126366,3661,American
126368,3661,Vegetarian
126370,4845,Kitchen utensil
126371,4845,Comfort food
126372,4845,Oven
126374,4845,Dinner
126378,4845,Special Occasion
126379,4845,St. Patrick's day
126380,4845,Spring
126634,3873,Pan fry
126635,3873,Big batch
126636,3873,Others
126637,3873,Easy
126638,3873,Comfort food
126639,3873,Under 30 minutes
126640,3873,Kitchen utensil
126647,3873,Walmart
126648,3873,Spring
127834,757,Kid Friendly
127835,757,American
127836,757,Healthy
127837,757,Easy
127838,757,Bake
127839,757,Breakfast
127840,757,Brunch
127841,757,Vegetarian
127842,757,Oven
127843,757,Dairy free
127844,757,Gluten free
127845,757,One pot
127846,757,Vegan
127847,757,Kitchen utensil
127849,757,Baking pan
127854,757,Spring
128032,1778,Oven
128033,1778,American
128034,1778,Gluten free
128035,1778,Dairy free
128036,1778,Under 30 minutes
128037,1778,Easy
128038,1778,Breakfast
128039,1778,Bake
128040,1778,Brunch
128041,1778,
128043,1778,Kitchen utensil
128045,1778,Spring
128116,1562,Breakfast
128117,1562,Others
128118,1562,Blender
128119,1562,Comfort food
128120,1562,Brunch
128121,1562,Special Occasion
128122,1562,Baking pan
128123,1562,Kitchen utensil
128128,1562,American
128129,1562,Oven
128132,1562,Spring
128235,1779,Others
128236,1779,American
128237,1779,Vegetarian
128238,1779,Under 30 minutes
128239,1779,Easy
128240,1779,Breakfast
128241,1779,Brunch
128242,1779,Pan fry
128243,1779,Kitchen utensil
128246,1779,
128254,1779,Spring
128335,1357,Others
128336,1357,
128337,1357,Kid Friendly
128338,1357,Breakfast
128339,1357,Brunch
128340,1357,Pan fry
128341,1357,French
128342,1357,Fusion
128343,1357,American
128344,1357,Vegetarian
128345,1357,Summer
128346,1357,Kitchen utensil
128355,1357,Spring
129062,7874,Air fryer
129063,7874,Others
129064,7874,
129066,7874,Kitchen utensil
129067,7874,One pot
129068,7874,Grill
129142,7860,Others
129143,7860,Grill
129144,7860,Special Occasion
129145,7860,Dinner
129170,7722,Kitchen utensil
129174,7722,Lunch
129175,7722,Special Occasion
129176,7722,Grill
129177,7722,Vegan
129178,7722,Vegetarian
129179,7722,Healthy
129180,7722,Others
129456,966,American
129457,966,Desserts
129458,966,Grill
129459,966,Bbq
129460,966,
129461,966,Vegetarian
129462,966,5 Ingredients or less
129463,966,Fourth of july
129464,966,Summer
129465,966,Easy
129467,966,Kitchen utensil
129473,966,Party
129564,5178,Kitchen utensil
129568,5178,
129569,5178,American
129570,5178,Grill
129571,5178,Party
129572,5178,Summer
129574,5178,Oven
129576,5178,Fourth of july
129578,5178,Bbq
129579,5178,Desserts
129774,4968,Easy
129775,4968,Kitchen utensil
129776,4968,Grill
129777,4968,Desserts
129786,4968,Brunch
129787,4968,Special Occasion
129788,4968,Summer
129789,4968,Spring
129902,2400,American
129903,2400,Bbq
129904,2400,Fall
129905,2400,Summer
129906,2400,Game day
129907,2400,Grill
129908,2400,Others
129909,2400,Kid Friendly
129910,2400,Comfort food
129911,2400,Dinner
129912,2400,Kitchen utensil
129915,2400,
129917,5394,Fourth of july
129918,5394,Bbq
129919,5394,American
129920,5394,Summer
129921,5394,Dinner
129922,5394,Easy
129924,5394,Grill
129925,5394,Kitchen utensil
130429,1310,Bbq
130430,1310,American
130431,1310,Easy
130432,1310,5 Ingredients or less
130433,1310,Under 30 minutes
130434,1310,Fourth of july
130435,1310,Grill
130436,1310,Weeknight
130438,1310,Summer
130439,1310,Spring
130440,1310,Lunch
130441,1310,Kitchen utensil
130494,2179,American
130495,2179,Kid Friendly
130496,2179,
130497,2179,Healthy
130498,2179,Easy
130499,2179,Grill
130500,2179,Fourth of july
130501,2179,Weeknight
130502,2179,Date night
130503,2179,Party
130504,2179,Summer
130505,2179,Lunch
130506,2179,Kitchen utensil
130734,2861,Bbq
130735,2861,Grill
130737,2861,Game day
130738,2861,Comfort food
130739,2861,Big batch
130740,2861,Kitchen utensil
130741,2861,Baking pan
130742,2861,Food Processor
130743,2861,Cooling rack
130746,2861,Dinner
130825,516,Dairy free
130826,516,American
130827,516,Grill
130828,516,
130829,516,Weeknight
130830,516,Seafood
130831,516,Healthy
130832,516,Dinner
130833,516,Easy
130834,516,Gluten free
130835,516,Kitchen utensil
130840,516,Party
130842,516,Oven
131025,1882,Healthy
131026,1882,
131027,1882,Dairy free
131028,1882,Gluten free
131029,1882,American
131030,1882,Grill
131031,1882,Summer
131032,1882,Appetizers
131033,1882,Food Processor
131034,1882,Seafood
131035,1882,Kid Friendly
131036,1882,Easy
131037,1882,Fourth of july
131038,1882,Date night
131039,1882,Kitchen utensil
131047,1882,Weeknight
131278,5054,Seafood
131279,5054,Grill
131280,5054,Baking pan
131281,5054,Pan fry
131282,5054,Cast iron pan
131284,5054,Kitchen utensil
131286,5054,Dinner
131293,5054,Date night
131294,5054,Special Occasion
131550,5353,Food Processor
131551,5353,Others
131552,5353,Seafood
131554,5353,Kitchen utensil
131556,5353,Pan fry
131557,5353,Grill
131564,5353,Dinner
131565,5353,Bbq
131566,5353,Party
131567,5353,Summer
131645,1990,Gluten free
131646,1990,
131647,1990,Easy
131648,1990,Dinner
131649,1990,Kid Friendly
131650,1990,Dairy free
131651,1990,Bbq
