iter	Logloss
139	0.4296497112
140	0.4295816134
141	0.4294908519
142	0.4294079177
143	0.4292920768
144	0.4292112188
145	0.4291273445
146	0.4290820434
147	0.4290497365
148	0.4289654235
149	0.4289086091
150	0.428711615
151	0.4286480259
152	0.4285652545
153	0.4284979993
154	0.4283357168
155	0.428289718
156	0.4282279424
157	0.4281180622
158	0.427968524
159	0.4279134821
160	0.4278235413
161	0.427694749
162	0.4276263059
163	0.4275877077
164	0.4275605709
165	0.4274896257
166	0.4273444805
167	0.4272519167
168	0.4271619289
169	0.4270553711
170	0.4269496999
171	0.4268425848
172	0.4267786071
173	0.4266656008
174	0.4265353036
175	0.4264483068
176	0.4263496968
177	0.4263166198
178	0.4262725973
179	0.4261525391
180	0.4261237042
181	0.4260692874
182	0.4259763707
183	0.4259190577
184	0.4258765089
185	0.4258211203
186	0.4257171825
187	0.4256592146
188	0.425616857
189	0.4255786044
190	0.4254950589
191	0.4253977543
192	0.425373729
193	0.425295212
194	0.4251886013
195	0.4251208816
196	0.4250500331
197	0.4250149173
198	0.4249699629
199	0.4249229374
200	0.4248560389
201	0.4248228786
202	0.424733338
203	0.424685252
204	0.4246494904
205	0.4246374244
206	0.4245714556
207	0.4245194255
208	0.4244345772
209	0.4243900784
210	0.4242882519
211	0.4242439815
212	0.4242122062
213	0.4241884238
214	0.4241230442
215	0.4239748636
216	0.4238895157
217	0.4238089012
218	0.4237686656
219	0.4236928376
220	0.4236615784
221	0.4235813597
222	0.4234825548
223	0.4234185386
224	0.4233506275
225	0.4233185664
226	0.4232821412
227	0.4232168508
228	0.4231934348
229	0.4231592042
230	0.4231276478
231	0.423088196
232	0.4230386533
233	0.4229857063
234	0.4229295992
235	0.422859358
236	0.4228344261
237	0.422808057
238	0.4227419595
239	0.4226915457
240	0.4226370339
241	0.4225468849
242	0.4225084648
243	0.4223848425
244	0.4223129789
245	0.4222530285
246	0.4222075484
247	0.422176112
248	0.4221369901
249	0.4220941894
250	0.4220689936
251	0.4220363226
252	0.4219694165
253	0.4219439492
254	0.4219041139
255	0.4218236732
256	0.4217731048
257	0.4216944055
258	0.4216510644
259	0.4215809537
260	0.421529111
261	0.4214696457
262	0.4214194341
263	0.4213731985
264	0.4213204527
265	0.421304658
266	0.4212549788
267	0.4212101724
268	0.4211531174
269	0.4211104205
270	0.4210678619
271	0.4210457469
272	0.4210047361
273	0.420958143
274	0.4209185191
275	0.4208641
276	0.420806952
277	0.4206959227
278	0.4206584557
279	0.4206072234
280	0.4205653792
281	0.4205271997
282	0.4204927258
283	0.4204520764
284	0.4203855007
285	0.4203401167
286	0.4203289359
287	0.4202997588
288	0.4202763884
289	0.4202396498
290	0.4202010603
291	0.4201373922
292	0.4200774761
293	0.4200263861
294	0.4199920295
295	0.4199504552
296	0.4198803405
297	0.4198221558
298	0.4197867211
299	0.4197180362
300	0.4197013032
301	0.4196371875
302	0.419604291
303	0.4195974484
304	0.4195652472
305	0.4195235824
306	0.4194812657
307	0.4194353438
308	0.4194078495
309	0.4193404041
310	0.4192651192
311	0.4192184028
312	0.4191607827
313	0.4190938187
314	0.4190475397
315	0.4190013899
316	0.4189463457
317	0.4189298757
318	0.4189017531
319	0.4188452212
320	0.4188125921
321	0.4187803202
322	0.4187514156
323	0.4187215643
324	0.4186868645
325	0.4186102161
326	0.4185667516
327	0.4185150533
328	0.4184317047
329	0.4184172023
330	0.4183768738
331	0.4183496299
332	0.4183035516
333	0.4182723304
334	0.4182204045
335	0.4181865088
336	0.4181511706
337	0.4180674487
338	0.4180393354
339	0.4180037494
340	0.4179711329
341	0.4179432569
342	0.4179005649
343	0.4178750826
344	0.4178181442
345	0.4177404716
346	0.4176995941
347	0.417663014
348	0.4176332135
349	0.4175831084
350	0.417497416
351	0.4174517599
352	0.4174142915
353	0.4173411584
354	0.4173093821
355	0.4172690835
356	0.4172395182
357	0.4172202331
358	0.4172000597
359	0.4171545132
360	0.417108996
361	0.4170624847
362	0.4169585148
363	0.4169373709
364	0.4169112604
365	0.4168342447
366	0.4167716091
367	0.4167490678
368	0.4167087882
369	0.416660129
370	0.4166417076
371	0.4165891719
372	0.416552623
373	0.4165153006
374	0.4164500127
375	0.4164130694
376	0.4163979289
377	0.4163498813
378	0.4163136199
379	0.4162450534
380	0.4162056486
381	0.4161734408
382	0.4161180959
383	0.4160599611
384	0.416037209
385	0.4159970554
386	0.4159605566
387	0.4159462867
388	0.4159012864
389	0.4158643243
390	0.4158316968
391	0.4157739159
392	0.4157311891
393	0.4156961693
394	0.4156354131
395	0.4156035212
396	0.4155797961
397	0.4155621999
398	0.4155369803
399	0.4155179243
400	0.4154582356
401	0.4154425314
402	0.4154094516
403	0.4153888908
404	0.415334667
405	0.4153083443
406	0.4152569998
407	0.4152373921
408	0.41521501
409	0.4151896524
410	0.4151834588
411	0.4151422706
412	0.4150868217
413	0.4150861057
414	0.4150256755
415	0.4150069041
416	0.4149814688
417	0.4149673577
418	0.4149139414
419	0.4148594235
420	0.4148299906
421	0.4148092835
422	0.4147755945
423	0.4147654749
424	0.4147432311
425	0.41469588
426	0.4146602394
427	0.4145866855
428	0.4145568568
429	0.4145271694
430	0.4145115762
431	0.4144791585
432	0.4144737711
433	0.4144484459
434	0.4144162053
435	0.414395447
436	0.414373317
437	0.4143564019
438	0.414322401
439	0.4142964685
440	0.4142622128
441	0.4142062738
442	0.4141698485
443	0.4141504572
444	0.4141074341
445	0.4141067449
446	0.4140824753
447	0.4140491865
448	0.4140151789
449	0.4139894497
450	0.4139886692
451	0.4139603226
452	0.413917761
453	0.413875522
454	0.4138147294
455	0.4138139434
456	0.4137747104
457	0.4137218394
458	0.4136969691
459	0.4136608506
460	0.4136408165
461	0.4136108825
462	0.4135787102
463	0.4135247432
464	0.4134668137
465	0.413430035
466	0.4134085021
467	0.4133665924
468	0.4133447186
469	0.4132980307
470	0.4132576263
471	0.4132302099
472	0.4132024855
473	0.4131820051
474	0.4131554547
475	0.4131265697
476	0.4131046161
477	0.4130847072
478	0.4130583374
479	0.413051643
480	0.4130212274
481	0.4129831206
482	0.4129390665
483	0.4129148228
484	0.4128947058
485	0.4128718048
486	0.4128411528
487	0.4127923511
488	0.4127640375
489	0.4127446236
490	0.4127035552
491	0.412690009
492	0.412672678
493	0.41265428
494	0.4126328324
495	0.4126097298
496	0.4125794253
497	0.4125358064
498	0.4124837291
499	0.412459259
500	0.4124341266
501	0.4124055845
502	0.4123777316
503	0.4123455042
504	0.4123259253
505	0.4122660285
506	0.4122326795
507	0.4122188823
508	0.4121817377
509	0.4121655498
510	0.4121528592
511	0.4121315105
512	0.4120987293
513	0.4120535083
514	0.4120446206
515	0.4120303592
516	0.4120029274
517	0.4120020445
518	0.411995151
519	0.4119716934
520	0.4119510707
521	0.4119080504
522	0.4118527857
523	0.4118091271
524	0.4117850212
525	0.4117437914
526	0.4117247038
527	0.411702426
528	0.4116669904
529	0.4116089109
530	0.4115927462
531	0.4115415139
532	0.4115061476
533	0.4114738126
534	0.4114505987
535	0.4114339221
536	0.4114084889
537	0.4113538325
538	0.4113287182
539	0.4112990109
540	0.4112616221
541	0.4112356215
542	0.4112060682
543	0.4111946534
544	0.4111542395
545	0.4111330876
546	0.4111054713
547	0.4110895431
548	0.4110658995
549	0.4110422192
550	0.4110264704
551	0.4110077023
552	0.4109945746
553	0.4109780411
554	0.4109556515
555	0.4109175269
556	0.4109059479
557	0.4109054256
558	0.4108817104
559	0.4108762219
560	0.4108497777
561	0.4108255915
562	0.4108072792
563	0.4108063803
564	0.4107914771
565	0.4107583105
566	0.4107235277
567	0.4107043155
568	0.4106768026
569	0.4106673129
570	0.4106622014
571	0.4106436211
572	0.4106305907
573	0.4106059853
574	0.4105822011
575	0.4105509483
576	0.4105072416
577	0.4104720925
578	0.4104361294
579	0.4103969684
580	0.4103812653
581	0.4103275516
582	0.4102948465
583	0.4102747095
584	0.4102365712
585	0.410204393
586	0.4102037792
587	0.4101790193
588	0.4101416923
589	0.4101301007
590	0.4101040588
591	0.410077112
592	0.410056033
593	0.4100415654
594	0.4100291831
595	0.410005054
596	0.4099904309
597	0.4099553404
598	0.4099289361
599	0.4099170732
600	0.4098911496
601	0.4098578661
602	0.4098573815
603	0.4098271207
604	0.4098125235
605	0.4097839766
606	0.4097557549
607	0.4097324433
608	0.4097320287
609	0.4097109166
610	0.40967363
611	0.4096439716
612	0.4096280356
613	0.4095818085
614	0.4095652083
615	0.4095507814
616	0.4094941824
617	0.409493714
618	0.4094773184
619	0.409453863
620	0.4094328831
621	0.4094083155
622	0.4094004432
623	0.409349925
624	0.4093197256
625	0.4093021441
626	0.4092351465
627	0.40918895
628	0.4091732653
629	0.4091420711
630	0.4091296315
631	0.4091125166
632	0.4090962451
633	0.4090809058
634	0.4090505237
635	0.4090461115
636	0.4090264751
637	0.40901047
638	0.4089939147
639	0.4089934839
640	0.4089783074
641	0.4089546971
642	0.4089282108
643	0.4088794058
644	0.4088597023
645	0.4088203178
646	0.4087920088
647	0.4087914974
648	0.4087911689
649	0.4087600309
650	0.4087400564
651	0.4087258317
652	0.4086960553
653	0.4086767088
654	0.4086621756
655	0.4086528994
656	0.4086454013
657	0.4086450512
658	0.4086289272
659	0.4085965599
660	0.4085741883
661	0.4085511221
662	0.4085373252
663	0.4085280877
664	0.4085110751
665	0.4084825278
666	0.4084654552
667	0.408452612
668	0.4084418206
669	0.4084246227
670	0.4084008042
671	0.4083637525
672	0.4083508117
673	0.4083290316
674	0.4083231548
675	0.4083084781
676	0.408278603
677	0.408231252
678	0.4082069186
679	0.4081771445
680	0.408152368
681	0.4081520718
682	0.408127247
683	0.4081203002
684	0.4081024899
685	0.4080893513
686	0.4080890553
687	0.4080631559
688	0.4080437489
689	0.4080302485
690	0.4079987109
691	0.4079670789
692	0.4079367087
693	0.4079363158
694	0.4079282546
695	0.4079156393
696	0.4078915102
697	0.4078517662
698	0.4078287703
699	0.4078076407
700	0.4077779439
701	0.4077494332
702	0.407724112
703	0.4077051544
704	0.4076920119
705	0.4076776102
706	0.4076648103
707	0.4076237438
708	0.4076098152
709	0.4075860489
710	0.4075638391
711	0.4075448344
712	0.407519073
713	0.4075058174
714	0.407486078
715	0.4074572294
716	0.4074383563
717	0.40742135
718	0.4073977175
719	0.4073716151
720	0.4073609885
721	0.4073198563
722	0.4073194149
723	0.4073058015
724	0.407286163
725	0.4072722772
726	0.4072553503
727	0.407242773
728	0.4072286719
729	0.4072104883
730	0.4071978812
731	0.4071831397
732	0.4071611485
733	0.4071375025
734	0.4071103146
735	0.4070982251
736	0.4070698181
737	0.4070328722
738	0.4070054595
739	0.4069944523
740	0.4069693088
741	0.4069645192
742	0.4069461139
743	0.4069181262
744	0.406902648
745	0.4068862022
746	0.4068696286
747	0.4068515817
748	0.4068335488
749	0.4068165966
750	0.406796681
751	0.4067645205
752	0.4067440126
753	0.4067314402
754	0.4067165896
755	0.406678533
756	0.4066538248
757	0.4066335162
758	0.4065884959
759	0.4065465147
760	0.4065280739
761	0.406500559
762	0.4065002629
763	0.4064887675
764	0.4064660886
765	0.4064451016
766	0.4064448323
767	0.4064310136
768	0.4064307013
769	0.4064175851
770	0.4063947452
771	0.4063854781
772	0.4063741867
773	0.406337247
774	0.4063368918
775	0.4063173525
776	0.4062938462
777	0.4062796244
778	0.4062642597
779	0.4062569514
780	0.406200642
781	0.4061776782
782	0.4061649504
783	0.4061505787
784	0.4061502448
785	0.4061403023
786	0.4061239602
787	0.4061128365
788	0.4061051095
789	0.4060857847
790	0.4060842184
791	0.4060840623
792	0.4060437545
793	0.4060301921
794	0.4060089743
795	0.4059977109
796	0.4059877654
797	0.4059606691
798	0.4059293364
799	0.4059098788
800	0.4058849992
801	0.4058779947
802	0.405866542
803	0.4058522314
804	0.4058399697
805	0.4057850543
806	0.4057591557
807	0.4057455345
808	0.4057352813
809	0.4057237662
810	0.4057135484
811	0.4057023108
812	0.4056903903
813	0.4056676968
814	0.4056467696
815	0.4056264225
816	0.4056167308
817	0.4056010774
818	0.4055916481
819	0.4055857847
820	0.4055762771
821	0.4055746786
822	0.4055486456
823	0.4055362651
824	0.405515882
825	0.4054981846
826	0.405475814
827	0.4054510677
828	0.405412492
829	0.4053782285
830	0.4053594711
831	0.4053464198
832	0.4053230979
833	0.4053093914
834	0.4052878344
835	0.4052665453
836	0.4052473426
837	0.4052347703
838	0.4052094455
839	0.4051917351
840	0.4051732349
841	0.4051255285
842	0.4051116655
843	0.4051016011
844	0.4050914405
845	0.4050779643
846	0.4050478126
847	0.4050285221
848	0.4050176347
849	0.404998519
850	0.4049793425
851	0.4049777499
852	0.4049682674
853	0.4049492886
854	0.4049071544
855	0.4048887836
856	0.4048733905
857	0.4048610363
858	0.4048436197
859	0.4048434312
860	0.4048124669
861	0.4047854716
862	0.4047634412
863	0.404744318
864	0.4047433707
865	0.4047240138
866	0.4046983286
867	0.4046819443
868	0.4046659648
869	0.4046431946
870	0.4045940814
871	0.4045747605
872	0.4045627003
873	0.4045422613
874	0.404528606
875	0.4045271585
876	0.404509412
877	0.4044942237
878	0.4044865016
879	0.4044748629
880	0.4044647144
881	0.404453455
882	0.4044412737
883	0.4044206042
884	0.4044083518
885	0.4043944874
886	0.4043745057
887	0.4043731336
888	0.4043543138
889	0.4043528552
890	0.4043495658
891	0.4043386348
892	0.4043280078
893	0.4043191277
894	0.4043069479
895	0.4042843673
896	0.4042836728
897	0.4042722788
898	0.404246187
899	0.4042143297
900	0.4042105306
901	0.4041962108
902	0.4041856354
903	0.4041679744
904	0.4041519437
905	0.4041349675
906	0.4041121511
907	0.4041103162
908	0.4040967304
909	0.4040866768
910	0.4040765921
911	0.4040556049
912	0.4040343911
913	0.4040095932
914	0.4039940328
915	0.4039759895
916	0.4039557246
917	0.4039371675
918	0.4039273903
919	0.4039192369
920	0.4038854928
921	0.403843943
922	0.4038309144
923	0.4038170134
924	0.4038033479
925	0.4037893386
926	0.4037705394
927	0.4037576256
928	0.4037257067
929	0.4037243025
930	0.4037042306
931	0.4036869609
932	0.4036654323
933	0.4036340273
934	0.4036245829
935	0.4036106666
936	0.4035931801
937	0.4035636736
938	0.4035474529
939	0.4035322273
940	0.4035233979
941	0.4035119182
942	0.403510761
943	0.4035076004
944	0.403495433
945	0.4034892786
946	0.4034762168
947	0.4034680269
948	0.4034477151
949	0.4034344092
950	0.4034069703
951	0.4033747534
952	0.4033521882
953	0.4033219834
954	0.4032952211
955	0.4032852916
956	0.4032625061
957	0.4032444059
958	0.4032334582
959	0.4032215704
960	0.4032106052
961	0.4031980321
962	0.4031818831
963	0.4031577523
964	0.4031458522
965	0.403111065
966	0.4030991446
967	0.4030864282
968	0.403045904
969	0.4030298595
970	0.4030090047
971	0.4029987097
972	0.4029793628
973	0.40296695
974	0.4029488949
975	0.4029320546
976	0.4029263603
977	0.4029171947
978	0.4029021845
979	0.4028913714
980	0.4028767444
981	0.4028506095
982	0.4028369289
983	0.4028195324
984	0.4028077692
985	0.4028007195
986	0.4027829033
987	0.40277131
988	0.4027559471
989	0.4027431275
990	0.4027329216
991	0.4027283961
992	0.4027045178
993	0.4026791977
994	0.402663676
995	0.4026547824
996	0.4026431729
997	0.4026274027
998	0.4026132847
999	0.4025974454
1000	0.4025766761
1001	0.4025598104
1002	0.4025489858
1003	0.40253869
1004	0.4025219946
1005	0.4024854673
1006	0.4024695249
1007	0.4024509731
1008	0.4024423135
1009	0.4024165115
1010	0.4023983224
1011	0.4023882944
1012	0.4023687174
1013	0.4023589528
1014	0.40234463
1015	0.4023220466
1016	0.402300565
1017	0.4022804813
1018	0.4022685634
1019	0.4022540167
1020	0.4022414031
1021	0.4022150258
1022	0.4021960159
1023	0.4021721064
1024	0.4021585236
1025	0.4021438785
1026	0.4021351672
1027	0.4021272725
1028	0.4021181305
1029	0.4020947113
1030	0.4020823354
1031	0.4020704088
1032	0.4020539091
1033	0.402041618
1034	0.4020230149
1035	0.4020127202
1036	0.4020013763
1037	0.4019807945
1038	0.4019613696
1039	0.4019433396
1040	0.4019243892
1041	0.4019133576
1042	0.4018940466
1043	0.401882537
1044	0.4018713758
1045	0.401861907
1046	0.4018289347
1047	0.4018128095
1048	0.4017986554
1049	0.4017839818
1050	0.4017447929
1051	0.4017225281
1052	0.4017000551
1053	0.4016743027
1054	0.4016561956
1055	0.4016525415
1056	0.4016392652
1057	0.4016310049
1058	0.4016181635
1059	0.401587831
1060	0.4015740759
1061	0.4015560612
1062	0.4015467867
1063	0.4015206846
1064	0.401509978
1065	0.4014999564
1066	0.4014865338
1067	0.401473835
1068	0.401451914
1069	0.4014401618
1070	0.4014318042
1071	0.4014214483
1072	0.4013750986
1073	0.4013599975
1074	0.4013464939
1075	0.4013336284
1076	0.4013108238
1077	0.4012990326
1078	0.4012766728
1079	0.4012574821
1080	0.4012457618
1081	0.4012346162
1082	0.4012167235
1083	0.401176319
1084	0.4011586987
1085	0.401149852
1086	0.4011410864
1087	0.4011293044
1088	0.4011141212
1089	0.401096307
1090	0.4010814098
1091	0.4010710819
1092	0.4010562608
1093	0.4010496781
1094	0.4010389698
1095	0.4010268696
1096	0.4010153072
1097	0.4010003329
1098	0.4009925475
1099	0.400976346
1100	0.4009618628
1101	0.400943168
1102	0.4009310743
1103	0.4009300129
1104	0.4009100515
1105	0.4008969121
1106	0.4008898087
1107	0.4008886354
1108	0.4008759595
1109	0.4008556414
1110	0.4008398876
1111	0.4008234939
1112	0.4008153084
1113	0.4008019687
1114	0.4007953233
1115	0.4007760186
1116	0.4007581933
1117	0.4007491245
1118	0.4007284701
1119	0.4007060608
1120	0.4006927776
1121	0.4006920025
1122	0.4006818288
1123	0.4006623691
1124	0.4006280804
1125	0.4006205522
1126	0.4005960762
1127	0.400576846
1128	0.4005595138
1129	0.4005446268
1130	0.4005324342
1131	0.400523568
1132	0.4005101103
1133	0.400487505
1134	0.4004748429
1135	0.4004550121
1136	0.4004282361
1137	0.4004155247
1138	0.4004048087
1139	0.4003905462
1140	0.400374304
1141	0.400362158
1142	0.4003501017
1143	0.4003250633
1144	0.40031735
1145	0.4003033528
1146	0.4002961131
1147	0.4002855273
1148	0.4002745187
1149	0.4002614923
1150	0.4002511251
1151	0.4002436792
1152	0.4002279064
1153	0.4002158149
1154	0.4001937439
1155	0.4001851221
1156	0.4001716056
1157	0.4001603312
1158	0.4001508656
1159	0.4001445053
1160	0.4001332227
1161	0.4000948823
1162	0.4000857306
1163	0.4000720318
1164	0.4000644545
1165	0.4000485374
1166	0.4000390974
1167	0.4000335435
1168	0.4000078021
1169	0.4000037338
1170	0.3999797732
1171	0.3999686468
1172	0.3999616081
1173	0.3999514357
1174	0.3999397527
1175	0.399927177
1176	0.3998885949
1177	0.3998693605
1178	0.3998435252
1179	0.3998357751
1180	0.3998293447
1181	0.3998196946
1182	0.3998137589
1183	0.3998042213
1184	0.3997984852
1185	0.3997893929
1186	0.3997778868
1187	0.3997687899
1188	0.3997633709
1189	0.3997499293
1190	0.3997340245
1191	0.399721326
1192	0.3996977753
1193	0.3996779508
1194	0.3996773964
1195	0.3996614898
1196	0.3996545416
1197	0.3996448805
1198	0.399627477
1199	0.3996119101
1200	0.3996027169
1201	0.399595001
1202	0.399581633
1203	0.3995702219
1204	0.3995581851
1205	0.399548824
1206	0.3995343765
1207	0.399519701
1208	0.3995069457
1209	0.3994910808
1210	0.3994773912
1211	0.3994522399
1212	0.3994442972
1213	0.3994338484
1214	0.3994180633
1215	0.3994047759
1216	0.399395719
1217	0.3993850686
1218	0.3993578696
1219	0.3993429286
1220	0.3993276975
1221	0.3993159227
1222	0.3992875343
1223	0.399264493
1224	0.3992546881
1225	0.3992418459
1226	0.3992298178
1227	0.3992156294
1228	0.3991840502
1229	0.3991801216
1230	0.39916345
1231	0.3991556138
1232	0.399145067
1233	0.3991428233
1234	0.3991404878
1235	0.3991287685
1236	0.3991188612
1237	0.3991100091
1238	0.39910162
1239	0.399092851
1240	0.3990795216
1241	0.3990642879
1242	0.3990504682
1243	0.3990418077
1244	0.3990394613
1245	0.3990179228
1246	0.3990092065
1247	0.3990050575
1248	0.3989941192
1249	0.3989831689
1250	0.3989824908
1251	0.3989695949
1252	0.398957143
1253	0.3989428773
1254	0.3989334526
1255	0.3989038491
1256	0.3989012442
1257	0.3988905267
1258	0.3988806149
1259	0.398863633
1260	0.3988484405
1261	0.3988151961
1262	0.3988085387
1263	0.3988060576
1264	0.3987836782
1265	0.3987736933
1266	0.3987679826
1267	0.3987472144
1268	0.3987448518
1269	0.3987323005
1270	0.3987234682
1271	0.3987202016
1272	0.3987063103
1273	0.398699325
1274	0.3986782439
1275	0.398677738
1276	0.3986615432
1277	0.398646438
1278	0.3986332117
1279	0.3986031484
1280	0.3985895016
1281	0.3985672789
1282	0.3985489977
1283	0.3985344072
1284	0.3985214999
1285	0.3985111428
1286	0.3985044545
1287	0.398500861
1288	0.3984895967
1289	0.398472236
1290	0.3984569992
1291	0.3984406019
1292	0.3984251304
1293	0.3984160836
1294	0.3984060832
1295	0.3984041933
1296	0.3983912778
1297	0.3983896583
1298	0.3983770078
1299	0.3983678492
1300	0.3983582217
1301	0.3983425517
1302	0.3983364648
1303	0.3983322033
1304	0.3983218423
1305	0.398306181
1306	0.3982868679
1307	0.3982826983
1308	0.3982753409
1309	0.398263872
1310	0.3982435192
1311	0.3982347903
1312	0.3982039889
1313	0.3981771609
1314	0.3981679451
1315	0.398153099
1316	0.3981374843
1317	0.3981310615
1318	0.398121268
1319	0.3980918704
1320	0.3980874787
1321	0.3980708169
1322	0.3980514165
1323	0.398027027
1324	0.3980079761
1325	0.3980029091
1326	0.3979992981
1327	0.3979848976
1328	0.3979739083
1329	0.3979650011
1330	0.3979526038
1331	0.3979393366
1332	0.3979185188
1333	0.3979180343
1334	0.397910483
1335	0.3978842736
1336	0.3978703221
1337	0.3978615598
1338	0.3978536475
1339	0.3978521019
1340	0.3978377183
1341	0.3978350923
1342	0.3978182592
1343	0.3978003549
1344	0.397791995
1345	0.3977917581
1346	0.3977772089
1347	0.397757599
1348	0.3977446476
1349	0.3977334159
1350	0.3977318713
1351	0.3977221673
1352	0.3977088008
1353	0.3976960205
1354	0.3976943036
1355	0.3976764022
1356	0.3976498345
1357	0.397629221
1358	0.3976246732
1359	0.3976138428
1360	0.3976046064
1361	0.3976013665
1362	0.397600812
1363	0.3975734119
1364	0.3975598739
1365	0.3975481608
1366	0.3975313837
1367	0.3975129942
1368	0.397497284
1369	0.3974845149
1370	0.3974711251
1371	0.3974488398
1372	0.397438346
1373	0.3974231873
1374	0.3974146194
1375	0.3974052501
1376	0.3973900281
1377	0.3973825318
1378	0.3973800595
1379	0.3973676893
1380	0.3973511773
1381	0.3973447788
1382	0.3973289226
1383	0.397322149
1384	0.3973100171
1385	0.3973024988
1386	0.3973021973
1387	0.3972807951
1388	0.3972681577
1389	0.397266925
1390	0.3972563774
1391	0.3972471465
1392	0.3972378256
1393	0.397226164
1394	0.397207806
1395	0.3971994635
1396	0.3971881285
1397	0.3971606228
1398	0.3971518734
1399	0.3971396635
1400	0.3971235926
1401	0.3971157764
1402	0.3971003904
1403	0.3970892159
1404	0.3970641035
1405	0.3970546101
1406	0.3970468662
1407	0.3970424151
1408	0.3970348971
1409	0.3970237742
1410	0.3970119839
1411	0.397001174
1412	0.3969883499
1413	0.3969786768
1414	0.3969619237
1415	0.3969412527
1416	0.3969357743
1417	0.3969172242
1418	0.3969004679
1419	0.3968975938
1420	0.3968701499
1421	0.3968625294
1422	0.3968550093
1423	0.3968546326
1424	0.3968399896
1425	0.3968300476
1426	0.3968180663
1427	0.396798872
1428	0.396791068
1429	0.3967821134
1430	0.3967710949
1431	0.3967612685
1432	0.3967533532
1433	0.3967456564
1434	0.3967387032
1435	0.3967284581
1436	0.3967055415
1437	0.3966971304
1438	0.3966906876
1439	0.3966904615
1440	0.3966819735
1441	0.3966708508
1442	0.3966606186
1443	0.3966499314
1444	0.3966432152
1445	0.3966431398
1446	0.3966188334
1447	0.3966010486
1448	0.3965755134
1449	0.3965632299
1450	0.396548713
1451	0.3965397631
1452	0.3965276816
1453	0.3965169858
1454	0.3965070409
1455	0.3964992324
1456	0.3964875842
1457	0.3964817626
1458	0.3964732894
1459	0.3964679178
1460	0.3964440798
1461	0.3964246569
1462	0.3964163383
1463	0.3964051085
1464	0.396384244
1465	0.3963765869
1466	0.3963511585
1467	0.3963405007
1468	0.3963263193
1469	0.3963066898
1470	0.396295761
1471	0.3962845065
1472	0.3962727348
1473	0.3962659702
1474	0.3962551019
1475	0.3962407233
1476	0.3962274694
1477	0.396212354
1478	0.3961962589
1479	0.3961934833
1480	0.3961792262
1481	0.3961667159
1482	0.3961548175
1483	0.3961547473
1484	0.3961452989
1485	0.3961349226
1486	0.3961233425
1487	0.396115049
1488	0.3961072613
1489	0.3960968966
1490	0.3960865199
1491	0.3960801115
1492	0.3960566802
1493	0.3960563519
1494	0.3960541556
1495	0.396048145
1496	0.3960340258
1497	0.3960231763
1498	0.3960206984
1499	0.3960091684
1500	0.3960017642
1501	0.3959935727
1502	0.3959933037
1503	0.3959814122
1504	0.3959679262
1505	0.395944755
1506	0.3959338948
1507	0.3959274044
1508	0.3959028783
1509	0.3958920973
1510	0.3958821131
1511	0.3958765716
1512	0.3958624488
1513	0.395845308
1514	0.3958451088
