iter	Passed	Remaining
438	4993	108748
439	5010	108857
440	5023	108886
441	5036	108914
442	5049	108930
443	5063	108989
444	5078	109051
445	5093	109114
446	5109	109194
447	5123	109239
448	5137	109278
449	5150	109302
450	5164	109351
451	5178	109394
452	5191	109415
453	5206	109475
454	5220	109516
455	5233	109546
456	5246	109563
457	5260	109602
458	5274	109638
459	5292	109752
460	5308	109848
461	5323	109896
462	5338	109971
463	5353	110033
464	5369	110099
465	5383	110149
466	5398	110198
467	5411	110218
468	5423	110222
469	5437	110262
470	5451	110283
471	5466	110342
472	5477	110334
473	5491	110368
474	5505	110403
475	5520	110450
476	5534	110492
477	5547	110503
478	5560	110532
479	5574	110565
480	5590	110627
481	5605	110700
482	5620	110753
483	5635	110795
484	5646	110769
485	5659	110792
486	5678	110917
487	5690	110926
488	5706	110988
489	5718	110990
490	5731	110998
491	5744	111017
492	5757	111025
493	5770	111033
494	5781	111014
495	5795	111053
496	5810	111104
497	5825	111148
498	5839	111178
499	5850	111163
500	5862	111150
501	5876	111192
502	5891	111232
503	5905	111267
504	5920	111309
505	5934	111344
506	5947	111364
507	5960	111367
508	5974	111400
509	5986	111403
510	6001	111449
511	6016	111495
512	6031	111545
513	6045	111571
514	6058	111576
515	6072	111607
516	6084	111609
517	6098	111638
518	6113	111688
519	6129	111741
520	6143	111775
521	6154	111755
522	6167	111752
523	6181	111793
524	6196	111823
525	6209	111836
526	6222	111858
527	6235	111863
528	6249	111894
529	6263	111920
530	6280	111997
531	6294	112021
532	6310	112084
533	6327	112172
534	6345	112255
535	6364	112371
536	6382	112478
537	6399	112550
538	6416	112634
539	6437	112767
540	6453	112827
541	6467	112865
542	6483	112924
543	6499	112972
544	6515	113037
545	6533	113124
546	6549	113179
547	6561	113174
548	6577	113227
549	6590	113243
550	6606	113293
551	6622	113347
552	6636	113375
553	6652	113426
554	6666	113456
555	6686	113568
556	6701	113605
557	6715	113639
558	6731	113684
559	6745	113709
560	6758	113721
561	6771	113721
562	6793	113876
563	6808	113907
564	6826	113989
565	6842	114057
566	6857	114078
567	6870	114080
568	6885	114124
569	6900	114162
570	6916	114214
571	6934	114290
572	6950	114348
573	6963	114359
574	6977	114365
575	6991	114382
576	7005	114410
577	7019	114423
578	7032	114424
579	7047	114459
580	7060	114457
581	7072	114454
582	7087	114484
583	7101	114502
584	7116	114535
585	7132	114581
586	7151	114675
587	7166	114707
588	7182	114765
589	7198	114815
590	7216	114884
591	7232	114945
592	7247	114973
593	7261	114989
594	7275	114998
595	7298	115151
596	7315	115225
597	7335	115337
598	7354	115429
599	7370	115475
600	7389	115569
601	7408	115658
602	7428	115770
603	7450	115898
604	7467	115967
605	7488	116084
606	7507	116175
607	7529	116305
608	7548	116402
609	7569	116519
610	7591	116648
611	7612	116781
612	7632	116874
613	7650	116951
614	7671	117061
615	7698	117274
616	7724	117471
617	7741	117523
618	7758	117584
619	7776	117656
620	7792	117695
621	7809	117740
622	7824	117765
623	7841	117817
624	7858	117879
625	7875	117924
626	7890	117953
627	7905	117976
628	7920	118008
629	7938	118076
630	7956	118135
631	7971	118165
632	7986	118183
633	8000	118197
634	8013	118188
635	8028	118206
636	8044	118237
637	8058	118247
638	8072	118260
639	8084	118236
640	8096	118216
641	8110	118227
642	8124	118227
643	8139	118244
644	8150	118217
645	8165	118242
646	8179	118239
647	8191	118217
648	8204	118208
649	8217	118204
650	8234	118254
651	8251	118309
652	8268	118350
653	8282	118362
654	8294	118343
655	8308	118341
656	8321	118338
657	8334	118332
658	8352	118390
659	8367	118410
660	8382	118428
661	8399	118486
662	8412	118473
663	8426	118480
664	8441	118501
665	8454	118488
666	8468	118499
667	8480	118469
668	8492	118449
669	8507	118476
670	8521	118471
671	8535	118480
672	8550	118496
673	8563	118493
674	8577	118496
675	8590	118484
676	8605	118506
677	8619	118510
678	8633	118521
679	8648	118542
680	8664	118573
681	8678	118578
682	8695	118615
683	8710	118635
684	8724	118645
685	8740	118670
686	8754	118678
687	8769	118692
688	8784	118709
689	8798	118716
690	8814	118740
691	8828	118748
692	8844	118782
693	8858	118788
694	8874	118815
695	8887	118806
696	8902	118820
697	8917	118845
698	8933	118871
699	8949	118896
700	8963	118910
701	8979	118938
702	8995	118960
703	9011	118998
704	9025	118993
705	9040	119015
706	9055	119022
707	9072	119070
708	9084	119042
709	9096	119029
710	9110	119024
711	9122	119001
712	9135	118988
713	9149	118992
714	9163	119001
715	9179	119030
716	9193	119023
717	9206	119017
718	9221	119027
719	9234	119019
720	9248	119030
721	9264	119057
722	9280	119077
723	9296	119105
724	9311	119127
725	9326	119138
726	9339	119130
727	9356	119165
728	9381	119308
729	9401	119388
730	9418	119428
731	9433	119433
732	9448	119456
733	9464	119484
734	9481	119515
735	9493	119500
736	9509	119514
737	9524	119534
738	9538	119528
739	9552	119533
740	9567	119546
741	9583	119568
742	9598	119591
743	9614	119612
744	9627	119604
745	9642	119613
746	9654	119585
747	9668	119591
748	9684	119616
749	9704	119692
750	9723	119755
751	9738	119765
752	9756	119806
753	9773	119854
754	9791	119895
755	9805	119900
756	9821	119921
757	9838	119960
758	9855	119993
759	9870	120008
760	9887	120037
761	9901	120044
762	9916	120050
763	9927	120018
764	9941	120011
765	9957	120031
766	9972	120045
767	9989	120076
768	10002	120068
769	10017	120083
770	10032	120090
771	10047	120095
772	10062	120112
773	10080	120154
774	10097	120191
775	10112	120197
776	10127	120214
777	10141	120210
778	10155	120205
779	10170	120220
780	10187	120255
781	10202	120260
782	10216	120267
783	10231	120267
784	10245	120264
785	10261	120286
786	10276	120307
787	10290	120295
788	10305	120310
789	10320	120315
790	10333	120301
791	10347	120304
792	10362	120316
793	10378	120331
794	10393	120347
795	10408	120348
796	10423	120359
797	10435	120337
798	10449	120333
799	10465	120348
800	10480	120357
801	10495	120373
802	10512	120403
803	10528	120419
804	10545	120456
805	10561	120478
806	10580	120526
807	10598	120568
808	10611	120553
809	10629	120599
810	10646	120628
811	10662	120653
812	10679	120676
813	10696	120710
814	10712	120725
815	10728	120743
816	10743	120753
817	10760	120790
818	10774	120787
819	10792	120821
820	10806	120824
821	10819	120809
822	10831	120782
823	10844	120766
824	10864	120826
825	10879	120828
826	10894	120840
827	10910	120858
828	10923	120849
829	10937	120841
830	10953	120855
831	10967	120855
832	10983	120868
833	10998	120881
834	11013	120889
835	11028	120892
836	11039	120855
837	11052	120833
838	11066	120829
839	11080	120826
840	11094	120827
841	11110	120842
842	11125	120845
843	11138	120832
844	11149	120793
845	11163	120797
846	11180	120820
847	11195	120824
848	11210	120838
849	11228	120872
850	11242	120867
851	11254	120845
852	11267	120820
853	11281	120821
854	11297	120838
855	11311	120835
856	11327	120846
857	11341	120847
858	11356	120854
859	11389	121045
860	11406	121075
861	11420	121072
862	11436	121087
863	11451	121088
864	11466	121091
865	11483	121117
866	11499	121131
867	11514	121139
868	11530	121154
869	11546	121168
870	11560	121167
871	11577	121192
872	11592	121198
873	11610	121228
874	11624	121231
875	11638	121219
876	11651	121209
877	11664	121190
878	11678	121183
879	11694	121200
880	11710	121208
881	11724	121202
882	11738	121195
883	11751	121180
884	11764	121166
885	11779	121174
886	11794	121174
887	11808	121168
888	11822	121160
889	11834	121142
890	11847	121122
891	11859	121096
892	11874	121095
893	11886	121076
894	11901	121074
895	11915	121074
896	11929	121061
897	11942	121049
898	11955	121032
899	11972	121055
900	11987	121059
901	12002	121064
902	12017	121070
903	12031	121062
904	12047	121070
905	12062	121075
906	12078	121088
907	12095	121116
908	12113	121144
909	12131	121180
910	12153	121257
911	12174	121313
912	12187	121299
913	12205	121331
914	12222	121354
915	12237	121354
916	12250	121345
917	12264	121339
918	12282	121365
919	12298	121383
920	12315	121404
921	12332	121422
922	12348	121440
923	12362	121426
924	12378	121438
925	12392	121434
926	12408	121446
927	12424	121458
928	12440	121470
929	12453	121458
930	12467	121448
931	12483	121458
932	12499	121475
933	12516	121497
934	12531	121499
935	12547	121510
936	12561	121498
937	12576	121503
938	12592	121511
939	12608	121528
940	12625	121540
941	12640	121543
942	12654	121538
943	12668	121531
944	12685	121554
945	12701	121562
946	12717	121579
947	12734	121597
948	12749	121600
949	12764	121594
950	12778	121592
951	12791	121572
952	12807	121581
953	12819	121560
954	12834	121555
955	12848	121553
956	12861	121531
957	12872	121496
958	12886	121488
959	12902	121495
960	12917	121495
961	12931	121491
962	12945	121486
963	12959	121474
964	12972	121456
965	12987	121459
966	13002	121458
967	13022	121504
968	13042	121557
969	13060	121587
970	13076	121594
971	13091	121597
972	13108	121616
973	13124	121622
974	13139	121621
975	13153	121615
976	13168	121617
977	13183	121617
978	13199	121622
979	13215	121632
980	13230	121636
981	13245	121636
982	13258	121619
983	13273	121618
984	13288	121622
985	13303	121619
986	13320	121635
987	13335	121636
988	13347	121615
989	13361	121606
990	13375	121594
991	13390	121598
992	13409	121630
993	13426	121645
994	13439	121628
995	13455	121638
996	13470	121635
997	13484	121634
998	13500	121636
999	13515	121642
1000	13530	121641
1001	13544	121627
1002	13558	121622
1003	13571	121603
1004	13583	121574
1005	13597	121568
1006	13612	121564
1007	13627	121563
1008	13638	121526
1009	13651	121507
1010	13663	121480
1011	13675	121456
1012	13696	121507
1013	13709	121493
1014	13725	121499
1015	13737	121477
1016	13752	121476
1017	13767	121475
1018	13782	121471
1019	13801	121504
1020	13819	121530
1021	13832	121517
1022	13848	121526
1023	13865	121537
1024	13879	121530
1025	13893	121522
1026	13910	121533
1027	13926	121546
1028	13939	121529
1029	13955	121539
1030	13967	121508
1031	13980	121492
1032	13994	121479
1033	14007	121460
1034	14021	121450
1035	14033	121422
1036	14045	121401
1037	14085	121614
1038	14101	121618
1039	14119	121641
1040	14133	121636
1041	14145	121609
1042	14165	121648
1043	14181	121659
1044	14196	121655
1045	14213	121674
1046	14233	121715
1047	14249	121718
1048	14263	121709
1049	14278	121703
1050	14291	121691
1051	14306	121683
1052	14319	121669
1053	14334	121666
1054	14347	121643
1055	14361	121638
1056	14375	121626
1057	14389	121613
1058	14401	121592
1059	14417	121596
1060	14432	121592
1061	14444	121568
1062	14459	121563
1063	14474	121562
1064	14486	121540
1065	14500	121523
1066	14514	121519
1067	14529	121515
1068	14543	121502
1069	14555	121475
1070	14570	121476
1071	14583	121455
1072	14596	121438
1073	14609	121415
1074	14624	121417
1075	14638	121403
1076	14649	121375
1077	14667	121391
1078	14684	121407
1079	14701	121420
1080	14719	121443
1081	14736	121459
1082	14751	121461
1083	14769	121480
1084	14785	121486
1085	14798	121465
1086	14814	121469
1087	14829	121472
1088	14845	121479
1089	14860	121470
1090	14875	121471
1091	14891	121476
1092	14905	121467
1093	14924	121493
1094	14943	121529
1095	14964	121569
1096	14984	121613
1097	15002	121631
1098	15028	121719
1099	15051	121779
1100	15074	121838
1101	15094	121881
1102	15114	121913
1103	15134	121952
1104	15153	121979
1105	15173	122015
1106	15193	122052
1107	15210	122064
1108	15230	122107
1109	15248	122129
1110	15264	122130
1111	15281	122139
1112	15295	122127
1113	15309	122115
1114	15323	122107
1115	15339	122111
1116	15354	122108
1117	15369	122106
1118	15384	122101
1119	15398	122086
1120	15411	122068
1121	15425	122054
1122	15440	122049
1123	15453	122036
1124	15467	122024
1125	15483	122024
1126	15494	121990
1127	15505	121957
1128	15518	121937
1129	15533	121930
1130	15549	121935
1131	15562	121914
1132	15575	121895
1133	15590	121893
1134	15604	121881
1135	15618	121866
1136	15633	121863
1137	15651	121882
1138	15667	121885
1139	15687	121924
1140	15704	121930
1141	15721	121942
1142	15739	121961
1143	15755	121968
1144	15773	121990
1145	15804	122103
1146	15820	122109
1147	15837	122119
1148	15855	122141
1149	15873	122158
1150	15891	122174
1151	15907	122177
1152	15920	122159
1153	15936	122159
1154	15956	122197
1155	15976	122231
1156	15993	122238
1157	16010	122249
1158	16025	122242
1159	16041	122249
1160	16058	122256
1161	16075	122267
1162	16091	122269
1163	16105	122260
1164	16119	122243
1165	16134	122237
1166	16148	122227
1167	16162	122213
1168	16177	122211
1169	16191	122198
1170	16206	122190
1171	16219	122173
1172	16233	122163
1173	16250	122172
1174	16265	122167
1175	16279	122155
1176	16294	122148
1177	16306	122117
1178	16318	122089
1179	16329	122058
1180	16344	122054
1181	16359	122049
1182	16373	122036
1183	16388	122026
1184	16402	122012
1185	16415	121992
1186	16427	121970
1187	16442	121964
1188	16457	121957
1189	16471	121945
1190	16485	121932
1191	16500	121928
1192	16515	121919
1193	16530	121912
1194	16544	121902
1195	16559	121898
1196	16573	121885
1197	16588	121882
1198	16603	121876
1199	16618	121867
1200	16632	121854
1201	16648	121861
1202	16668	121887
1203	16686	121904
1204	16701	121900
1205	16714	121883
1206	16730	121884
1207	16747	121891
1208	16767	121920
1209	16782	121914
1210	16799	121922
1211	16813	121911
1212	16826	121894
1213	16844	121905
1214	16858	121894
1215	16874	121898
1216	16887	121874
1217	16901	121865
1218	16917	121867
1219	16933	121866
1220	16950	121872
1221	16967	121881
1222	16985	121901
1223	17004	121922
1224	17021	121928
1225	17038	121936
1226	17056	121956
1227	17074	121966
1228	17092	121986
1229	17109	121989
1230	17125	121993
1231	17141	121991
1232	17157	121998
1233	17172	121989
1234	17186	121973
1235	17202	121973
1236	17214	121951
1237	17227	121928
1238	17240	121906
1239	17255	121898
1240	17270	121894
1241	17284	121885
1242	17300	121881
1243	17313	121859
1244	17325	121834
1245	17338	121813
1246	17353	121806
1247	17368	121804
1248	17383	121796
1249	17398	121790
1250	17411	121770
1251	17423	121744
1252	17438	121733
1253	17454	121737
1254	17470	121739
1255	17486	121738
1256	17501	121734
1257	17516	121725
1258	17529	121705
1259	17541	121678
1260	17557	121678
1261	17573	121678
1262	17589	121674
1263	17604	121670
1264	17618	121657
1265	17631	121640
1266	17644	121619
1267	17660	121618
1268	17674	121607
1269	17692	121618
1270	17707	121614
1271	17722	121608
1272	17739	121609
1273	17756	121616
1274	17773	121629
1275	17789	121623
1276	17808	121644
1277	17823	121643
1278	17838	121634
1279	17855	121638
1280	17875	121669
1281	17895	121693
1282	17911	121697
1283	17928	121699
1284	17942	121689
1285	17958	121685
1286	17973	121682
1287	17988	121675
1288	18004	121671
1289	18018	121660
1290	18030	121632
1291	18043	121614
1292	18059	121611
1293	18074	121603
1294	18089	121600
1295	18103	121581
1296	18118	121577
1297	18134	121577
1298	18150	121577
1299	18168	121591
1300	18187	121608
1301	18204	121614
1302	18220	121614
1303	18236	121612
1304	18252	121610
1305	18267	121603
1306	18283	121605
1307	18301	121617
1308	18319	121632
1309	18335	121628
1310	18349	121617
1311	18366	121623
1312	18384	121632
1313	18402	121645
1314	18419	121653
1315	18435	121650
1316	18449	121639
1317	18466	121642
1318	18481	121632
1319	18498	121640
1320	18516	121651
1321	18538	121692
1322	18559	121721
1323	18578	121740
1324	18591	121723
1325	18607	121723
1326	18621	121706
1327	18635	121690
1328	18649	121675
1329	18663	121665
1330	18682	121681
1331	18700	121696
1332	18716	121694
1333	18731	121684
1334	18746	121676
1335	18762	121674
1336	18780	121685
1337	18796	121684
1338	18811	121674
1339	18826	121670
1340	18842	121666
1341	18855	121649
1342	18870	121641
1343	18884	121624
1344	18906	121659
1345	18924	121674
1346	18940	121673
1347	18955	121661
1348	18970	121654
1349	18986	121653
1350	19004	121662
1351	19037	121773
1352	19063	121837
1353	19084	121861
1354	19100	121863
1355	19121	121893
1356	19139	121905
1357	19158	121921
1358	19176	121929
1359	19194	121939
1360	19211	121943
1361	19227	121940
1362	19242	121932
1363	19258	121931
1364	19274	121929
1365	19291	121937
1366	19310	121949
1367	19325	121940
1368	19340	121933
1369	19353	121911
1370	19368	121904
1371	19382	121890
1372	19399	121891
1373	19414	121883
1374	19429	121875
1375	19444	121864
1376	19456	121838
1377	19470	121822
1378	19488	121837
1379	19503	121824
1380	19516	121805
1381	19534	121812
1382	19551	121821
1383	19566	121808
1384	19585	121826
1385	19605	121845
1386	19621	121844
1387	19637	121843
1388	19654	121848
1389	19669	121839
1390	19687	121849
1391	19708	121877
1392	19723	121867
1393	19737	121850
1394	19753	121848
1395	19769	121845
1396	19785	121842
1397	19802	121847
1398	19818	121841
1399	19832	121828
1400	19844	121801
1401	19858	121786
1402	19872	121771
1403	19887	121762
1404	19900	121737
1405	19915	121731
1406	19930	121719
1407	19943	121699
1408	19957	121687
1409	19971	121671
1410	19986	121660
1411	20000	121646
1412	20016	121641
1413	20032	121639
1414	20046	121624
1415	20061	121612
1416	20075	121600
1417	20089	121586
1418	20106	121589
1419	20121	121579
1420	20137	121577
1421	20153	121575
1422	20168	121561
1423	20183	121557
1424	20201	121566
1425	20219	121574
1426	20236	121575
1427	20255	121587
1428	20273	121600
1429	20292	121611
1430	20311	121628
1431	20333	121662
1432	20352	121675
1433	20368	121673
1434	20385	121674
1435	20403	121682
1436	20420	121682
1437	20436	121680
1438	20451	121672
1439	20466	121663
1440	20482	121655
1441	20499	121659
1442	20515	121656
1443	20531	121655
1444	20549	121659
1445	20562	121637
1446	20577	121628
1447	20594	121633
1448	20611	121632
1449	20627	121629
1450	20643	121626
1451	20654	121593
1452	20668	121576
1453	20681	121557
1454	20697	121554
1455	20713	121550
1456	20730	121551
1457	20745	121543
1458	20759	121524
1459	20775	121524
1460	20812	121643
1461	20839	121703
1462	20856	121705
1463	20873	121706
1464	20890	121704
1465	20909	121721
1466	20929	121738
1467	20945	121733
1468	20960	121727
1469	20977	121726
1470	20993	121723
1471	21022	121791
1472	21048	121848
1473	21064	121844
1474	21083	121854
1475	21102	121870
1476	21122	121889
1477	21139	121886
1478	21159	121909
1479	21180	121930
1480	21204	121971
1481	21224	121992
1482	21240	121986
1483	21254	121971
1484	21271	121971
1485	21287	121967
1486	21304	121967
1487	21320	121962
1488	21336	121958
1489	21355	121972
1490	21370	121958
1491	21386	121956
1492	21400	121937
1493	21415	121925
1494	21430	121915
1495	21444	121901
1496	21458	121884
1497	21472	121866
1498	21486	121850
1499	21499	121829
1500	21514	121818
1501	21529	121811
1502	21544	121797
1503	21558	121781
1504	21571	121762
1505	21587	121754
1506	21601	121741
1507	21617	121733
1508	21633	121728
1509	21649	121726
1510	21664	121714
1511	21679	121705
1512	21695	121697
1513	21713	121703
1514	21727	121689
1515	21744	121690
1516	21762	121693
1517	21776	121676
1518	21789	121659
1519	21806	121655
1520	21824	121663
1521	21842	121669
1522	21862	121685
1523	21878	121682
1524	21895	121682
1525	21912	121680
1526	21927	121672
1527	21941	121655
1528	21956	121643
1529	21970	121630
1530	21990	121642
1531	22007	121642
1532	22023	121639
1533	22038	121630
1534	22055	121627
1535	22070	121617
1536	22085	121608
1537	22097	121581
1538	22116	121590
1539	22131	121581
1540	22146	121571
1541	22163	121567
1542	22178	121560
1543	22193	121544
1544	22207	121530
1545	22223	121524
1546	22240	121522
1547	22260	121538
1548	22275	121527
1549	22289	121514
1550	22305	121507
1551	22322	121505
1552	22339	121505
1553	22353	121493
1554	22369	121484
1555	22384	121474
1556	22399	121462
1557	22414	121453
1558	22431	121450
1559	22448	121452
1560	22465	121453
1561	22482	121449
1562	22496	121437
1563	22516	121448
1564	22534	121454
1565	22550	121448
1566	22567	121450
1567	22585	121453
1568	22603	121460
1569	22625	121487
1570	22641	121481
1571	22658	121481
1572	22679	121500
1573	22696	121501
1574	22715	121511
1575	22732	121508
1576	22747	121499
1577	22764	121494
1578	22778	121482
1579	22793	121469
1580	22808	121459
1581	22824	121453
1582	22837	121432
1583	22855	121435
1584	22874	121442
1585	22892	121447
1586	22909	121445
1587	22927	121454
1588	22945	121458
1589	22968	121487
1590	22988	121500
1591	23006	121505
1592	23022	121502
1593	23039	121496
1594	23053	121482
1595	23072	121489
1596	23093	121510
1597	23112	121519
1598	23135	121549
1599	23155	121564
1600	23174	121574
1601	23193	121585
1602	23212	121593
1603	23229	121592
1604	23252	121625
1605	23270	121627
1606	23291	121646
1607	23306	121633
1608	23321	121623
1609	23338	121619
1610	23354	121612
1611	23369	121604
1612	23388	121609
1613	23404	121603
1614	23421	121602
1615	23440	121612
1616	23457	121612
1617	23480	121639
1618	23499	121647
1619	23519	121661
1620	23542	121690
1621	23563	121711
1622	23589	121757
1623	23612	121784
1624	23629	121783
1625	23646	121781
1626	23661	121769
1627	23678	121764
1628	23692	121751
1629	23714	121771
1630	23727	121752
1631	23743	121741
1632	23758	121733
1633	23773	121721
1634	23789	121712
1635	23804	121697
1636	23818	121680
1637	23833	121669
1638	23849	121661
1639	23861	121637
1640	23880	121642
1641	23897	121643
1642	23915	121644
1643	23931	121639
1644	23948	121635
1645	23964	121630
1646	23980	121618
1647	23995	121608
1648	24011	121599
1649	24026	121587
1650	24044	121593
1651	24062	121592
1652	24076	121578
1653	24092	121571
1654	24109	121569
1655	24123	121550
1656	24137	121533
1657	24154	121531
1658	24170	121520
1659	24185	121511
1660	24201	121505
1661	24216	121489
1662	24226	121453
1663	24241	121441
1664	24257	121433
1665	24272	121418
1666	24287	121407
1667	24303	121400
1668	24318	121389
1669	24332	121372
1670	24349	121370
1671	24368	121375
1672	24387	121382
1673	24406	121392
